,발생년,발생년월일시,주야,요일,사망자수,부상자수,중상자수,경상자수,부상신고자수,발생지시도,발생지시군구,사고유형_대분류,사고유형_중분류,사고유형,가해자법규위반,도로형태_대분류,도로형태,가해자_당사자종별,피해자_당사자종별,발생위치X_UTMK,발생위치Y_UTMK,경도,위도
19,2020,2020-01-02 22,야,목,1,0,0,0,0,충북,음성군,차량단독,공작물충돌,공작물충돌,안전운전 의무 불이행,교차로,교차로내,농기계,없음,1009783.0,1877150.0,127.6097967,36.89261032
20,2020,2020-01-02 22,야,목,1,2,0,2,0,충북,단양군,차량단독,도로이탈,도로이탈 추락,과속,단일로,기타단일로,승용차,없음,1077944.0,1887791.0,128.3758334,36.98535364
21,2020,2020-01-03 02,야,금,1,0,0,0,0,울산,울주군,차대사람,기타,기타,안전운전 의무 불이행,단일로,기타단일로,화물차,보행자,1146948.0,1729341.0,129.1211956,35.54917381
22,2020,2020-01-03 03,야,금,1,0,0,0,0,전남,영광군,차대사람,차도통행중,차도통행중,안전운전 의무 불이행,단일로,기타단일로,승용차,보행자,906584.0,1704682.0,126.4721138,35.33335946
23,2020,2020-01-03 05,야,금,1,1,0,1,0,충남,논산시,차대차,추돌,추돌,안전운전 의무 불이행,단일로,기타단일로,특수차,화물차,979840.0,1804501.0,127.2756427,36.23751342
24,2020,2020-01-03 06,주,금,1,0,0,0,0,충북,괴산군,차대사람,횡단중,횡단중,안전운전 의무 불이행,교차로,교차로내,승용차,보행자,1040642.0,1869960.0,127.9557426,36.82697236
25,2020,2020-01-03 08,주,금,1,0,0,0,0,전남,화순군,차대차,추돌,추돌,안전운전 의무 불이행,단일로,기타단일로,화물차,농기계,965045.0,1670858.0,127.1167896,35.03212773
26,2020,2020-01-03 13,주,금,1,0,0,0,0,경기,안산시,차대차,정면충돌,정면충돌,신호위반,교차로,교차로내,승합차,자전거,940558.0,1923390.0,126.8292253,37.30758015
27,2020,2020-01-03 14,주,금,1,0,0,0,0,충남,보령시,차대차,정면충돌,정면충돌,신호위반,교차로,교차로내,이륜차,화물차,919305.0,1815328.0,126.6008864,36.3319527
28,2020,2020-01-03 15,주,금,1,0,0,0,0,전남,신안군,차량단독,공작물충돌,공작물충돌,안전운전 의무 불이행,단일로,기타단일로,화물차,없음,875497.0,1638195.0,126.1400957,34.73059873
29,2020,2020-01-03 19,야,금,1,0,0,0,0,경기,이천시,차대사람,기타,기타,안전운전 의무 불이행,교차로,교차로부근,승용차,보행자,991481.0,1917371.0,127.4039332,37.25518692
30,2020,2020-01-03 23,야,금,1,0,0,0,0,경기,포천시,차량단독,공작물충돌,공작물충돌,안전운전 의무 불이행,단일로,기타단일로,승용차,없음,982385.0,1990263.0,127.2996066,37.91207013
31,2020,2020-01-04 00,야,토,1,0,0,0,0,제주,제주시,차대사람,횡단중,횡단중,과속,교차로,교차로횡단보도내,승용차,보행자,901067.7,1498253.0,126.4352719,33.47151396
32,2020,2020-01-04 06,주,토,1,0,0,0,0,서울,동대문구,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,기타단일로,승용차,보행자,961691.8,1951718.4,127.0662311,37.56402978
33,2020,2020-01-04 07,주,토,1,0,0,0,0,제주,제주시,차대사람,기타,기타,과속,단일로,기타단일로,화물차,보행자,886756.1,1488982.0,126.2824441,33.3864922
34,2020,2020-01-04 13,주,토,1,0,0,0,0,경북,예천군,차량단독,공작물충돌,공작물충돌,안전운전 의무 불이행,단일로,기타단일로,이륜차,없음,1086688.0,1851376.0,128.4699237,36.65636511
35,2020,2020-01-04 16,주,토,1,0,0,0,0,경남,창원시(통합),차량단독,공작물충돌,공작물충돌,안전운전 의무 불이행,단일로,지하차도(도로)내,이륜차,없음,1101676.0,1691392.0,128.6171125,35.21273909
36,2020,2020-01-05 00,야,일,1,0,0,0,0,충남,천안시,차량단독,도로이탈,도로이탈 추락,안전운전 의무 불이행,단일로,교량위,승용차,없음,967300.0,1865360.0,127.1335116,36.78581348
37,2020,2020-01-05 02,야,일,1,0,0,0,0,경남,창원시(통합),차량단독,공작물충돌,공작물충돌,안전운전 의무 불이행,단일로,기타단일로,이륜차,없음,1101990.0,1696814.0,128.6212344,35.26158848
38,2020,2020-01-05 14,주,일,1,2,1,1,0,강원,양양군,차대차,정면충돌,정면충돌,안전운전 의무 불이행,단일로,기타단일로,이륜차,승용차,1083039.0,2009612.0,128.4468587,38.08281683
39,2020,2020-01-05 18,야,일,1,0,0,0,0,충남,당진시,차대차,측면충돌,측면충돌,안전운전 의무 불이행,단일로,기타단일로,승용차,이륜차,925719.0,1878572.0,126.6662286,36.90255418
40,2020,2020-01-05 18,야,일,1,0,0,0,0,경북,경주시,차대사람,횡단중,횡단중,안전운전 의무 불이행,교차로,교차로내,승용차,보행자,1151629.0,1762108.0,129.1789996,35.84378219
41,2020,2020-01-05 19,야,일,1,0,0,0,0,경기,이천시,차량단독,도로이탈,도로이탈 기타,과속,단일로,기타단일로,승용차,없음,1001888.0,1900508.0,127.5212479,37.10321827
42,2020,2020-01-05 19,야,일,1,4,1,3,0,경기,화성시,차대차,추돌,추돌,중앙선 침범,단일로,기타단일로,승용차,승용차,954653.0,1911360.0,126.9890068,37.19994018
43,2020,2020-01-05 20,야,일,1,0,0,0,0,부산,남구,차대차,기타,기타,안전운전 의무 불이행,단일로,기타단일로,승용차,이륜차,1144813.0,1682327.0,129.0893286,35.12573026
44,2020,2020-01-06 05,야,월,1,0,0,0,0,경북,구미시,차대사람,기타,기타,안전운전 의무 불이행,단일로,기타단일로,승용차,보행자,1077199.0,1791691.0,128.3578346,36.11916156
45,2020,2020-01-06 07,주,월,1,0,0,0,0,전남,신안군,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,기타단일로,승용차,보행자,885448.0,1673607.0,126.2439128,35.05101829
46,2020,2020-01-06 07,주,월,1,0,0,0,0,경북,성주군,차대차,추돌,추돌,안전운전 의무 불이행,단일로,기타단일로,화물차,승용차,1066453.0,1768470.0,128.2364845,35.91061577
47,2020,2020-01-06 07,주,월,1,0,0,0,0,경남,진주시,차대차,측면충돌,측면충돌,신호위반,교차로,교차로내,원동기장치자전거,승용차,1056199.0,1687601.0,128.1172351,35.18213638
48,2020,2020-01-06 10,주,월,1,0,0,0,0,서울,강서구,차대사람,횡단중,횡단중,안전운전 의무 불이행,교차로,교차로횡단보도내,화물차,보행자,939680.9,1952886.5,126.8169158,37.57337906
49,2020,2020-01-06 13,주,월,1,0,0,0,0,경남,창원시(통합),차대사람,횡단중,횡단중,보행자 보호의무 위반,교차로,교차로횡단보도내,건설기계,보행자,1119896.0,1679426.0,128.8155138,35.10285544
50,2020,2020-01-06 18,야,월,1,0,0,0,0,경기,포천시,차대사람,길가장자리구역통행중,길가장자리구역통행중,안전운전 의무 불이행,단일로,기타단일로,승용차,보행자,983677.0,2000276.0,127.3140774,38.00234059
51,2020,2020-01-06 23,야,월,1,0,0,0,0,경기,용인시,차대차,추돌,추돌,안전운전 의무 불이행,단일로,기타단일로,이륜차,화물차,965789.0,1920640.0,127.1140637,37.28406357
52,2020,2020-01-06 23,야,월,1,1,1,0,0,광주,서구,차대차,추돌,추돌,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,941257.0,1681094.0,126.8552886,35.12331949
53,2020,2020-01-07 01,야,화,1,0,0,0,0,충남,천안시,차량단독,공작물충돌,공작물충돌,안전운전 의무 불이행,단일로,기타단일로,승용차,없음,967760.0,1865181.0,127.1386745,36.78421564
54,2020,2020-01-07 06,주,화,1,0,0,0,0,전북,정읍시,차대사람,횡단중,횡단중,보행자 보호의무 위반,교차로,교차로횡단보도내,승용차,보행자,941448.2,1730643.8,126.853839,35.57008909
55,2020,2020-01-07 17,주,화,1,0,0,0,0,경기,안성시,차대사람,기타,기타,안전운전 의무 불이행,단일로,기타단일로,승용차,보행자,987154.0,1898420.0,127.3554644,37.08431027
56,2020,2020-01-07 17,주,화,1,0,0,0,0,충북,영동군,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,기타단일로,승용차,보행자,1023619.0,1796308.0,127.7626048,36.16357067
57,2020,2020-01-07 17,주,화,1,1,1,0,0,경기,포천시,차대사람,횡단중,횡단중,보행자 보호의무 위반,단일로,기타단일로,승용차,보행자,980220.0,2010161.0,127.2744284,38.09136287
58,2020,2020-01-07 22,야,화,1,0,0,0,0,서울,서초구,차대사람,차도통행중,차도통행중,안전운전 의무 불이행,단일로,기타단일로,승용차,보행자,955013.7,1941792.6,126.9912244,37.47426373
59,2020,2020-01-08 03,야,수,1,1,0,1,0,경기,평택시,차대차,추돌,추돌,안전운전 의무 불이행,단일로,기타단일로,승용차,화물차,964327.0,1891684.0,127.098952,37.02300002
60,2020,2020-01-08 15,주,수,1,0,0,0,0,전북,임실군,차대차,추돌,추돌,안전운전 의무 불이행,단일로,기타단일로,이륜차,화물차,984806.0,1737022.0,127.3321989,35.62921328
61,2020,2020-01-09 07,주,목,1,0,0,0,0,경기,용인시,차대사람,길가장자리구역통행중,길가장자리구역통행중,안전운전 의무 불이행,단일로,기타단일로,승용차,보행자,985694.0,1907381.0,127.3388663,37.1650654
62,2020,2020-01-09 09,주,목,1,0,0,0,0,전북,완주군,차량단독,기타,기타,안전운전 의무 불이행,단일로,기타단일로,화물차,없음,970629.4,1768991.4,127.1744629,35.91713407
63,2020,2020-01-09 13,주,목,1,0,0,0,0,충남,논산시,차량단독,공작물충돌,공작물충돌,안전운전 의무 불이행,단일로,기타단일로,이륜차,없음,965004.0,1795558.0,127.1109371,36.15646483
64,2020,2020-01-09 15,주,목,1,0,0,0,0,경북,울진군,차량단독,기타,기타,안전운전 의무 불이행,단일로,기타단일로,원동기장치자전거,없음,1174792.0,1856458.0,129.4564606,36.6900504
65,2020,2020-01-09 23,야,목,1,3,1,2,0,인천,연수구,차대차,측면충돌,측면충돌,신호위반,교차로,교차로내,승용차,승합차,925220.0,1933858.0,126.6551018,37.40081975
66,2020,2020-01-10 01,야,금,1,0,0,0,0,경기,수원시,차량단독,전도,전도,안전운전 의무 불이행,단일로,기타단일로,이륜차,없음,960202.0,1922425.0,127.0509424,37.29993077
67,2020,2020-01-10 02,야,금,1,0,0,0,0,전북,전주시,차대사람,횡단중,횡단중,안전운전 의무 불이행,교차로,교차로횡단보도내,승용차,보행자,968273.7,1757512.5,127.1488102,35.81356694
68,2020,2020-01-10 04,야,금,1,0,0,0,0,서울,강남구,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,기타단일로,화물차,보행자,964666.6,1943323.2,127.1003183,37.48847938
69,2020,2020-01-10 06,주,금,1,0,0,0,0,경북,구미시,차량단독,전도,전도,안전운전 의무 불이행,교차로,교차로부근,원동기장치자전거,없음,1083304.0,1789594.0,128.4254438,36.099753
70,2020,2020-01-10 07,주,금,1,0,0,0,0,경기,화성시,차대차,측면충돌,측면충돌,안전운전 의무 불이행,단일로,기타단일로,승합차,승용차,941790.0,1913375.0,126.8439105,37.21738856
71,2020,2020-01-10 08,주,금,1,0,0,0,0,전남,고흥군,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,기타단일로,화물차,보행자,991150.0,1633504.0,127.4033717,34.69584946
72,2020,2020-01-10 09,주,금,1,1,1,0,0,경기,양주시,차대차,추돌,추돌,안전운전 의무 불이행,단일로,기타단일로,승용차,화물차,952677.0,1967414.0,126.9631421,37.7050761
73,2020,2020-01-10 10,주,금,1,0,0,0,0,부산,동구,차량단독,기타,기타,기타,단일로,기타단일로,화물차,없음,1140619.0,1682792.8,129.0433935,35.13052375
74,2020,2020-01-10 15,주,금,1,1,1,0,0,경북,안동시,차대차,정면충돌,정면충돌,중앙선 침범,단일로,기타단일로,승용차,승용차,1118187.0,1857654.0,128.823251,36.70955483
75,2020,2020-01-10 16,주,금,1,0,0,0,0,경남,통영시,차량단독,기타,기타,기타,단일로,기타단일로,농기계,없음,1084782.0,1660436.0,128.4283556,34.93520579
76,2020,2020-01-10 17,주,금,1,0,0,0,0,충남,서산시,차대사람,길가장자리구역통행중,길가장자리구역통행중,안전운전 의무 불이행,교차로,교차로내,승합차,보행자,915514.0,1856740.0,126.5541188,36.70491258
77,2020,2020-01-10 18,야,금,1,2,1,1,0,부산,연제구,차대사람,횡단중,횡단중,보행자 보호의무 위반,교차로,교차로횡단보도내,승용차,보행자,1144247.5,1689227.8,129.0843301,35.18801358
78,2020,2020-01-10 23,야,금,1,0,0,0,0,서울,서초구,차대사람,기타,기타,안전운전 의무 불이행,단일로,지하차도(도로)내,승용차,보행자,955213.9,1944463.8,126.9933259,37.49834987
79,2020,2020-01-10 23,야,금,1,0,0,0,0,부산,연제구,차대사람,차도통행중,차도통행중,안전운전 의무 불이행,교차로,교차로부근,승합차,보행자,1143448.0,1688155.0,129.0753651,35.17845818
80,2020,2020-01-10 23,야,금,1,1,0,1,0,대전,서구,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,기타단일로,승용차,보행자,991005.0,1816852.0,127.3997535,36.34903219
81,2020,2020-01-11 06,주,토,1,0,0,0,0,경북,구미시,차대사람,기타,기타,안전운전 의무 불이행,단일로,기타단일로,승용차,보행자,1075461.8,1791791.6,128.3385424,36.12020512
82,2020,2020-01-11 09,주,토,1,0,0,0,0,전북,김제시,차량단독,도로이탈,도로이탈 기타,안전운전 의무 불이행,단일로,기타단일로,화물차,없음,938364.0,1760442.0,126.8175188,35.83855497
83,2020,2020-01-11 16,주,토,1,0,0,0,0,경기,김포시,차량단독,전복,전복,안전운전 의무 불이행,교차로,교차로내,이륜차,없음,915775.0,1964583.0,126.5448748,37.67691377
84,2020,2020-01-11 18,야,토,1,0,0,0,0,경남,양산시,차대사람,기타,기타,안전운전 의무 불이행,단일로,기타단일로,승용차,보행자,1139647.0,1717442.0,129.0386276,35.4429789
85,2020,2020-01-11 19,야,토,1,0,0,0,0,제주,서귀포시,차대차,추돌,추돌,안전운전 의무 불이행,단일로,기타단일로,이륜차,건설기계,937541.5,1481776.9,126.8289227,33.32566336
86,2020,2020-01-11 20,야,토,1,0,0,0,0,경기,이천시,차대사람,횡단중,횡단중,안전운전 의무 불이행,교차로,교차로부근,승용차,보행자,994068.0,1920213.0,127.4330835,37.28082483
87,2020,2020-01-11 20,야,토,1,0,0,0,0,대구,남구,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,기타단일로,이륜차,보행자,1097942.0,1762397.0,128.5846765,35.85322339
88,2020,2020-01-12 14,주,일,1,0,0,0,0,강원,원주시,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,기타단일로,승용차,보행자,1038982.0,1928746.0,127.9401828,37.3569407
89,2020,2020-01-12 16,주,일,1,2,1,1,0,충남,서산시,차대차,측면충돌,측면충돌,신호위반,교차로,교차로내,승용차,승용차,904918.0,1874422.0,126.4332998,36.86328234
90,2020,2020-01-12 18,야,일,1,0,0,0,0,충북,청주시,차대사람,차도통행중,차도통행중,안전운전 의무 불이행,단일로,기타단일로,승용차,보행자,1003738.0,1858517.0,127.5418609,36.7246824
91,2020,2020-01-13 04,야,월,1,2,0,0,2,충남,공주시,차대차,추돌,추돌,안전운전 의무 불이행,기타,기타,화물차,화물차,961189.0,1816819.0,127.0674703,36.34799396
92,2020,2020-01-13 06,주,월,1,0,0,0,0,전북,정읍시,차대차,측면충돌,측면충돌,중앙선 침범,교차로,교차로부근,자전거,승용차,941236.0,1730740.0,126.8514903,35.57094386
93,2020,2020-01-13 06,주,월,1,1,1,0,0,경북,김천시,차대사람,횡단중,횡단중,안전운전 의무 불이행,교차로,교차로내,승용차,보행자,1055617.0,1792374.0,128.1180789,36.12679618
94,2020,2020-01-13 06,주,월,1,0,0,0,0,경기,남양주시,차대사람,기타,기타,안전운전 의무 불이행,단일로,기타단일로,승용차,보행자,972286.0,1958494.0,127.1859321,37.62548067
95,2020,2020-01-13 14,주,월,1,0,0,0,0,경북,김천시,차량단독,전도,전도,안전운전 의무 불이행,단일로,기타단일로,이륜차,없음,1065396.0,1799748.0,128.2273607,36.19266261
96,2020,2020-01-13 17,주,월,1,0,0,0,0,전북,김제시,차대사람,횡단중,횡단중,안전운전 의무 불이행,교차로,교차로부근,화물차,보행자,944959.0,1758008.0,126.8907075,35.81700329
97,2020,2020-01-13 17,주,월,1,0,0,0,0,전남,진도군,차량단독,공작물충돌,공작물충돌,안전운전 의무 불이행,단일로,기타단일로,사륜오토바이(ATV),없음,867089.0,1609690.0,126.0527487,34.47256241
98,2020,2020-01-13 18,야,월,1,0,0,0,0,경남,거제시,차대차,기타,기타,안전운전 의무 불이행,교차로,교차로내,승용차,이륜차,1112634.0,1654348.0,128.7324573,34.87760666
99,2020,2020-01-13 19,야,월,1,0,0,0,0,전북,순창군,차대사람,기타,기타,안전운전 의무 불이행,기타,기타,화물차,보행자,976279.0,1715990.0,127.238644,35.43940924
100,2020,2020-01-13 19,야,월,1,0,0,0,0,전북,완주군,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,기타단일로,승용차,보행자,977248.8,1744432.3,127.2485291,35.69588209
101,2020,2020-01-13 20,야,월,1,0,0,0,0,서울,서초구,차대차,기타,기타,안전운전 의무 불이행,교차로,교차로횡단보도내,자전거,승합차,959673.3,1941446.8,127.0439398,37.47136204
102,2020,2020-01-13 20,야,월,1,0,0,0,0,충북,청주시,차대사람,기타,기타,안전운전 의무 불이행,단일로,기타단일로,승용차,보행자,999728.0,1846435.0,127.4969582,36.61577132
103,2020,2020-01-13 20,야,월,1,0,0,0,0,충남,서산시,차대사람,횡단중,횡단중,안전운전 의무 불이행,교차로,교차로내,승용차,보행자,909393.0,1865880.0,126.4845143,36.78673088
104,2020,2020-01-14 00,야,화,1,0,0,0,0,경기,수원시,차대사람,횡단중,횡단중,안전운전 의무 불이행,교차로,교차로횡단보도내,승용차,보행자,962348.0,1917512.0,127.0754048,37.25573557
105,2020,2020-01-14 06,주,화,1,0,0,0,0,전남,영암군,차대차,추돌,추돌,안전운전 의무 불이행,단일로,기타단일로,화물차,원동기장치자전거,917185.0,1637931.0,126.5954027,34.7324508
106,2020,2020-01-14 06,주,화,1,0,0,0,0,경남,창원시(통합),차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,기타단일로,화물차,보행자,1093489.0,1697275.0,128.5278445,35.26657454
107,2020,2020-01-14 07,주,화,1,0,0,0,0,서울,중랑구,차대사람,횡단중,횡단중,신호위반,교차로,교차로내,자전거,보행자,964081.3,1957471.4,127.0930048,37.61597961
108,2020,2020-01-14 10,주,화,1,0,0,0,0,부산,사상구,차량단독,공작물충돌,공작물충돌,안전운전 의무 불이행,교차로,교차로내,건설기계,없음,1135717.7,1688913.4,128.9906211,35.18636881
109,2020,2020-01-14 10,주,화,1,0,0,0,0,경남,남해군,차량단독,전복,전복,안전운전 의무 불이행,교차로,교차로내,사륜오토바이(ATV),없음,1035596.0,1653853.0,127.8895114,34.87876617
110,2020,2020-01-14 10,주,화,1,1,1,0,0,경남,사천시,차대차,추돌,추돌,안전운전 의무 불이행,단일로,교량위,화물차,화물차,1048666.0,1676268.0,128.033836,35.08034175
111,2020,2020-01-14 11,주,화,1,0,0,0,0,경기,평택시,차대사람,기타,기타,안전운전 의무 불이행,단일로,기타단일로,화물차,보행자,960657.0,1898282.0,127.0573484,37.08232832
112,2020,2020-01-14 13,주,화,1,0,0,0,0,경북,포항시,차대차,추돌,추돌,안전운전 의무 불이행,교차로,교차로부근,화물차,화물차,1168150.0,1807933.0,129.3716077,36.25401992
113,2020,2020-01-14 14,주,화,1,0,0,0,0,서울,양천구,차대사람,보도통행중,보도통행중,기타,기타,기타,건설기계,보행자,940952.2,1948156.8,126.8316925,37.53083283
114,2020,2020-01-14 16,주,화,1,0,0,0,0,광주,광산구,차대차,기타,기타,신호위반,교차로,교차로내,이륜차,승용차,936229.0,1684779.0,126.7998248,35.15623944
115,2020,2020-01-14 17,주,화,1,1,0,1,0,경기,부천시,차대차,기타,기타,신호위반,단일로,고가도로위,승용차,이륜차,934689.0,1947802.0,126.7608418,37.52721266
116,2020,2020-01-14 18,야,화,1,0,0,0,0,전남,무안군,차대사람,횡단중,횡단중,과속,단일로,기타단일로,승용차,보행자,902098.0,1659505.0,126.4281115,34.92562933
117,2020,2020-01-14 19,야,화,1,0,0,0,0,대전,대덕구,차대사람,기타,기타,안전운전 의무 불이행,교차로,교차로내,승용차,보행자,992807.0,1818927.0,127.419817,36.36775429
118,2020,2020-01-14 21,야,화,1,0,0,0,0,충북,영동군,차대사람,기타,기타,안전운전 의무 불이행,단일로,기타단일로,승용차,보행자,1015194.0,1786758.0,127.6687487,36.07763931
119,2020,2020-01-15 02,야,수,1,0,0,0,0,경기,양평군,차량단독,공작물충돌,공작물충돌,안전운전 의무 불이행,단일로,기타단일로,승용차,없음,1007262.0,1942254.0,127.5821361,37.47948946
120,2020,2020-01-15 05,야,수,1,0,0,0,0,경남,창원시(통합),차대차,측면충돌,측면충돌,신호위반,교차로,교차로내,화물차,자전거,1107064.0,1689978.0,128.6761156,35.19943092
121,2020,2020-01-15 06,주,수,1,0,0,0,0,강원,횡성군,차대차,추돌,추돌,안전운전 의무 불이행,단일로,기타단일로,승용차,화물차,1063314.9,1944202.1,128.2162588,37.49490619
122,2020,2020-01-15 07,주,수,1,34,4,18,12,경기,용인시,차대차,추돌,추돌,안전운전 의무 불이행,단일로,기타단일로,승합차,승합차,964858.0,1920483.4,127.1035687,37.2826173
123,2020,2020-01-15 07,주,수,1,0,0,0,0,충남,보령시,차대사람,횡단중,횡단중,과속,교차로,교차로내,승용차,보행자,915758.0,1821667.0,126.5606835,36.3887898
124,2020,2020-01-15 07,주,수,1,0,0,0,0,전북,익산시,차대사람,횡단중,횡단중,과속,단일로,기타단일로,승용차,보행자,959911.0,1769546.0,127.0556374,35.92175337
125,2020,2020-01-15 07,주,수,1,0,0,0,0,전남,완도군,차대사람,기타,기타,안전운전 의무 불이행,교차로,교차로부근,화물차,보행자,937467.0,1604312.0,126.8194049,34.43073789
126,2020,2020-01-15 10,주,수,1,0,0,0,0,경남,진주시,차량단독,기타,기타,안전운전 의무 불이행,단일로,기타단일로,승용차,없음,1059512.0,1687653.0,128.1536235,35.18241436
127,2020,2020-01-15 13,주,수,1,1,0,1,0,경기,안산시,차대차,측면충돌,측면충돌,신호위반,교차로,교차로내,원동기장치자전거,화물차,941344.0,1925687.0,126.8379128,37.32833373
128,2020,2020-01-15 13,주,수,1,0,0,0,0,경남,창원시(통합),차대사람,기타,기타,안전운전 의무 불이행,교차로,교차로부근,승용차,보행자,1098165.0,1690564.0,128.5784446,35.20562399
129,2020,2020-01-15 15,주,수,1,0,0,0,0,전남,여수시,차량단독,공작물충돌,공작물충돌,안전운전 의무 불이행,단일로,기타단일로,이륜차,없음,1005218.0,1651068.0,127.5570815,34.85426259
130,2020,2020-01-15 15,주,수,1,1,1,0,0,제주,제주시,차대차,측면충돌,측면충돌,기타,교차로,교차로내,화물차,화물차,901496.0,1497078.0,126.4400096,33.46095713
131,2020,2020-01-15 16,주,수,1,1,1,0,0,경북,상주시,차대사람,길가장자리구역통행중,길가장자리구역통행중,안전운전 의무 불이행,단일로,기타단일로,화물차,보행자,1043528.0,1810894.0,127.9847659,36.29437745
132,2020,2020-01-15 17,주,수,1,1,0,1,0,경북,예천군,차대사람,횡단중,횡단중,과속,교차로,교차로횡단보도내,승용차,보행자,1087047.0,1843032.0,128.4729943,36.58112199
