,발생년,발생년월일시,주야,요일,사망자수,부상자수,중상자수,경상자수,부상신고자수,발생지시도,발생지시군구,사고유형_대분류,사고유형_중분류,사고유형,가해자법규위반,도로형태_대분류,도로형태,가해자_당사자종별,피해자_당사자종별,발생위치X(UTMK),발생위치Y(UTMK),경도,위도
43,2021,2021-01-08 21:00,야,금,1,0,0,0,0,전남,영암군,차대차,추돌,추돌,안전운전 의무 불이행,단일로,기타단일로,승용차,이륜차,903640.0,1640900.0,126.4471301,34.75803168
44,2021,2021-01-08 22:00,야,금,1,1,1,0,0,대전,유성구,차대차,추돌,추돌,중앙선 침범,단일로,기타단일로,승용차,승용차,982122.0,1817433.0,127.3007423,36.35414606
45,2021,2021-01-09 22:00,야,토,1,1,0,1,0,경남,진주시,차대차,측면충돌,측면충돌,신호위반,교차로,교차로내,승용차,승용차,1051916.0,1684909.0,128.0700275,35.1580939
46,2021,2021-01-10 16:00,주,일,1,0,0,0,0,대구,수성구,차대차,정면충돌,정면충돌,교차로 통행방법 위반,교차로,교차로내,승용차,이륜차,1103341.0,1763988.0,128.6446645,35.86701063
47,2021,2021-01-10 16:00,주,일,1,0,0,0,0,경기,의정부시,차대사람,기타,기타,안전운전 의무 불이행,교차로,교차로부근,승합차,보행자,960605.0,1972312.0,127.0528136,37.74959718
48,2021,2021-01-11 03:00,야,월,1,0,0,0,0,전남,순천시,차대사람,기타,기타,안전운전 의무 불이행,교차로,교차로내,승용차,보행자,1002189.9,1661245.3,127.5239827,34.94604834
49,2021,2021-01-11 04:00,야,월,1,0,0,0,0,경남,김해시,차대사람,횡단중,횡단중,신호위반,교차로,교차로횡단보도내,건설기계,보행자,1124513.0,1695683.0,128.8686139,35.24884566
50,2021,2021-01-11 10:00,주,월,1,0,0,0,0,강원,홍천군,차량단독,전복,전복,안전운전 의무 불이행,단일로,지하차도(도로)내,기타,없음,1047253.0,1972801.0,128.0364139,37.75363231
51,2021,2021-01-11 13:00,주,월,1,0,0,0,0,서울,동작구,차대사람,기타,기타,안전운전 의무 불이행,교차로,교차로부근,화물차,보행자,951895.2,1946175.9,126.9556702,37.51361446
52,2021,2021-01-11 17:00,주,월,1,0,0,0,0,전남,나주시,차대사람,기타,기타,안전운전 의무 불이행,교차로,교차로부근,승용차,보행자,934738.0,1662843.0,126.7851814,34.95835448
53,2021,2021-01-11 18:00,야,월,1,0,0,0,0,강원,인제군,차대사람,길가장자리구역통행중,길가장자리구역통행중,중앙선 침범,단일로,기타단일로,화물차,보행자,1050143.2,1994926.3,128.0707572,37.95288663
54,2021,2021-01-12 16:00,주,화,1,1,1,0,0,충남,서천군,차대차,추돌,추돌,안전운전 의무 불이행,단일로,기타단일로,특수차,승용차,920503.0,1795508.0,126.616247,36.15338497
55,2021,2021-01-12 18:00,야,화,1,0,0,0,0,서울,서초구,차대사람,기타,기타,안전운전 의무 불이행,단일로,기타단일로,승용차,보행자,959962.7,1940474.5,127.0472654,37.46261086
56,2021,2021-01-12 18:00,야,화,1,1,1,0,0,충남,논산시,차대차,추돌,추돌,안전운전 의무 불이행,단일로,기타단일로,화물차,화물차,979795.0,1802353.0,127.2751973,36.21814712
57,2021,2021-01-13 06:00,주,수,1,0,0,0,0,서울,종로구,차대사람,횡단중,횡단중,안전운전 의무 불이행,교차로,교차로내,원동기장치자전거,보행자,956379.0,1952805.0,127.0060108,37.57358721
58,2021,2021-01-13 07:00,주,수,1,0,0,0,0,경남,김해시,차량단독,공작물충돌,공작물충돌,안전운전 의무 불이행,단일로,기타단일로,승용차,없음,1122876.0,1698169.0,128.8509968,35.27145794
59,2021,2021-01-13 09:00,주,수,1,1,0,1,0,충남,당진시,차대차,추돌,추돌,안전운전 의무 불이행,교차로,교차로부근,화물차,승용차,929838.0,1887089.0,126.711668,36.979639
60,2021,2021-01-13 09:00,주,수,1,2,2,0,0,충남,태안군,차대차,정면충돌,정면충돌,중앙선 침범,단일로,기타단일로,승용차,승용차,889420.0,1862094.0,126.2612575,36.75048753
61,2021,2021-01-13 12:00,주,수,1,0,0,0,0,서울,강남구,차대사람,횡단중,횡단중,보행자 보호의무 위반,단일로,기타단일로,화물차,보행자,964830.0,1943123.0,127.1021761,37.48668113
62,2021,2021-01-13 13:00,주,수,1,0,0,0,0,충남,홍성군,차대차,추돌,추돌,안전운전 의무 불이행,단일로,기타단일로,화물차,농기계,926523.0,1843124.0,126.6786643,36.58309286
63,2021,2021-01-13 19:00,야,수,1,0,0,0,0,전남,목포시,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,기타단일로,화물차,보행자,897774.0,1645429.0,126.3824957,34.79829436
64,2021,2021-01-14 00:00,야,목,1,1,1,0,0,경남,창원시(통합),차대차,측면충돌,측면충돌,기타,교차로,교차로부근,승용차,승용차,1097862.0,1691827.0,128.5752665,35.21704021
65,2021,2021-01-14 06:00,주,목,1,0,0,0,0,경북,의성군,차대차,추돌,추돌,안전운전 의무 불이행,교차로,교차로부근,승용차,자전거,1098625.0,1812915.0,128.5985564,36.30853271
66,2021,2021-01-14 13:00,주,목,1,2,1,1,0,인천,미추홀구,차대차,추돌,추돌,안전운전 의무 불이행,단일로,기타단일로,화물차,화물차,923716.0,1938616.0,126.6376189,37.44357983
67,2021,2021-01-14 17:00,주,목,1,2,2,0,0,경남,창원시(통합),차대차,측면충돌,측면충돌,신호위반,교차로,교차로내,승용차,승용차,1095942.0,1685240.0,128.5534068,35.15783976
68,2021,2021-01-14 19:00,야,목,1,1,1,0,0,전남,강진군,차대차,기타,기타,안전운전 의무 불이행,단일로,기타단일로,승합차,승용차,931653.0,1627520.0,126.7542674,34.63964444
69,2021,2021-01-14 20:00,야,목,1,0,0,0,0,경기,안산시,차대차,기타,기타,안전운전 의무 불이행,교차로,교차로부근,개인형이동수단(PM),승용차,934853.0,1925553.0,126.7646618,37.32669331
70,2021,2021-01-15 01:00,야,금,1,0,0,0,0,대구,서구,차량단독,공작물충돌,공작물충돌,안전운전 의무 불이행,단일로,기타단일로,승용차,없음,1095861.3,1763020.8,128.561712,35.8590525
71,2021,2021-01-15 02:00,야,금,1,0,0,0,0,광주,북구,차대차,추돌,추돌,안전운전 의무 불이행,단일로,기타단일로,승용차,개인형이동수단(PM),945591.0,1685871.0,126.9025377,35.1666361
72,2021,2021-01-15 04:00,야,금,1,0,0,0,0,경남,창원시(통합),차대사람,기타,기타,안전운전 의무 불이행,단일로,기타단일로,승용차,보행자,1106504.0,1691318.0,128.6701384,35.21157094
73,2021,2021-01-15 09:00,주,금,1,0,0,0,0,강원,강릉시,차대차,측면충돌,측면충돌,안전운전 의무 불이행,단일로,기타단일로,화물차,이륜차,1126916.3,1974980.0,128.9409487,37.76568229
74,2021,2021-01-15 09:00,주,금,1,0,0,0,0,경남,거창군,차대차,정면충돌,정면충돌,안전운전 의무 불이행,단일로,기타단일로,승용차,건설기계,1032313.0,1750044.0,127.8573826,35.74621106
75,2021,2021-01-15 14:00,주,금,1,0,0,0,0,경기,남양주시,차대사람,횡단중,횡단중,보행자 보호의무 위반,교차로,교차로횡단보도내,화물차,보행자,973368.0,1968531.0,127.1978271,37.71597896
76,2021,2021-01-15 18:00,야,금,1,0,0,0,0,전북,전주시,차대사람,기타,기타,신호위반,교차로,교차로내,승용차,보행자,967206.0,1758849.0,127.1369367,35.82558176
77,2021,2021-01-15 22:00,야,금,1,0,0,0,0,경기,광주시,차대사람,차도통행중,차도통행중,안전운전 의무 불이행,단일로,기타단일로,승용차,보행자,981352.0,1941353.0,127.2891072,37.47120846
78,2021,2021-01-16 04:00,야,토,1,2,0,1,1,경기,용인시,차대차,추돌,추돌,안전운전 의무 불이행,단일로,기타단일로,화물차,화물차,988494.0,1907913.0,127.3703954,37.16989961
79,2021,2021-01-16 06:00,주,토,1,0,0,0,0,경남,함안군,차량단독,공작물충돌,공작물충돌,안전운전 의무 불이행,단일로,기타단일로,승용차,없음,1090418.0,1705383.0,128.4949802,35.33995534
80,2021,2021-01-16 13:00,주,토,1,1,1,0,0,경남,함안군,차대사람,기타,기타,안전운전 의무 불이행,단일로,기타단일로,승용차,보행자,1082411.0,1698233.0,128.4061605,35.2761851
81,2021,2021-01-16 14:00,주,토,2,0,0,0,0,전남,보성군,차대사람,길가장자리구역통행중,길가장자리구역통행중,중앙선 침범,단일로,기타단일로,화물차,보행자,985159.0,1652264.0,127.3376282,34.86495269
82,2021,2021-01-16 20:00,야,토,1,0,0,0,0,경기,용인시,차대사람,기타,기타,안전운전 의무 불이행,단일로,기타단일로,승용차,보행자,974723.0,1914971.0,127.2150399,37.23324933
83,2021,2021-01-17 06:00,주,일,1,0,0,0,0,경기,화성시,차량단독,공작물충돌,공작물충돌,안전운전 의무 불이행,단일로,기타단일로,승용차,없음,947908.0,1897310.0,126.9139817,37.0729448
84,2021,2021-01-17 12:00,주,일,1,0,0,0,0,경북,안동시,차대사람,기타,기타,안전운전 의무 불이행,교차로,교차로부근,화물차,보행자,1109428.0,1841565.0,128.7229098,36.56559564
85,2021,2021-01-17 17:00,주,일,1,1,0,1,0,경기,김포시,차대차,측면충돌,측면충돌,안전운전 의무 불이행,교차로,교차로내,승용차,승용차,915817.0,1968696.0,126.5448756,37.71398444
86,2021,2021-01-18 06:00,주,월,1,0,0,0,0,서울,노원구,차량단독,공작물충돌,공작물충돌,기타,단일로,기타단일로,화물차,없음,962841.0,1958725.0,127.0788875,37.6272293
87,2021,2021-01-18 07:00,주,월,1,3,1,2,0,충남,당진시,차대차,측면충돌,측면충돌,신호위반,교차로,교차로내,승용차,화물차,935414.0,1868273.0,126.7759185,36.81043358
88,2021,2021-01-18 07:00,주,월,1,0,0,0,0,경남,김해시,차대차,추돌,추돌,안전운전 의무 불이행,단일로,기타단일로,화물차,화물차,1111711.0,1698797.0,128.7283518,35.27842777
89,2021,2021-01-18 11:00,주,월,1,0,0,0,0,강원,홍천군,차대사람,기타,기타,안전운전 의무 불이행,단일로,기타단일로,승용차,보행자,1031652.7,1964192.0,127.8589494,37.67671097
90,2021,2021-01-18 13:00,주,월,1,1,1,0,0,전남,여수시,차대차,추돌,추돌,안전운전 의무 불이행,단일로,기타단일로,화물차,기타,1020118.0,1625807.0,127.7194739,34.6262792
91,2021,2021-01-18 20:00,야,월,1,0,0,0,0,경기,부천시,차대차,추돌,추돌,안전운전 의무 불이행,교차로,교차로부근,이륜차,화물차,935440.0,1943420.0,126.7697255,37.48777093
92,2021,2021-01-18 20:00,야,월,1,0,0,0,0,경남,창원시(통합),차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,기타단일로,승합차,보행자,1098667.0,1694454.0,128.5844252,35.240645
93,2021,2021-01-18 21:00,야,월,1,0,0,0,0,경기,평택시,차대사람,횡단중,횡단중,기타,교차로,교차로횡단보도내,승용차,보행자,961834.0,1896030.0,127.0707051,37.06207733
94,2021,2021-01-18 23:00,야,월,1,0,0,0,0,경북,칠곡군,차량단독,기타,기타,안전운전 의무 불이행,단일로,기타단일로,승용차,없음,1085400.0,1778256.0,128.4475002,35.99736299
95,2021,2021-01-19 04:00,야,화,1,2,1,1,0,서울,영등포구,차대차,정면충돌,정면충돌,중앙선 침범,단일로,기타단일로,승용차,승용차,945366.3,1947081.3,126.8817289,37.52141139
96,2021,2021-01-19 05:00,야,화,1,1,0,1,0,인천,부평구,차대차,추돌,추돌,안전거리 미확보,단일로,기타단일로,화물차,화물차,933393.0,1947443.0,126.746208,37.52388434
97,2021,2021-01-19 13:00,주,화,1,0,0,0,0,경기,화성시,차대사람,기타,기타,안전운전 의무 불이행,단일로,기타단일로,승용차,보행자,953231.0,1912872.0,126.9728889,37.21349874
98,2021,2021-01-19 14:00,주,화,1,0,0,0,0,세종,세종시,차대사람,기타,기타,안전운전 의무 불이행,단일로,기타단일로,화물차,보행자,974773.0,1847982.0,127.2178382,36.62938346
99,2021,2021-01-19 20:00,야,화,1,0,0,0,0,전남,영암군,차대사람,보도통행중,보도통행중,신호위반,단일로,기타단일로,승용차,보행자,906021.0,1641403.0,126.473086,34.76278905
100,2021,2021-01-19 20:00,야,화,1,0,0,0,0,경기,파주시,차량단독,기타,기타,안전운전 의무 불이행,교차로,교차로부근,승합차,없음,945138.0,1983393.0,126.8764114,37.84866976
101,2021,2021-01-19 21:00,야,화,1,0,0,0,0,전남,해남군,차량단독,기타,기타,안전운전 의무 불이행,단일로,기타단일로,승용차,없음,889371.0,1631156.0,126.2925274,34.66873343
102,2021,2021-01-20 00:00,야,수,1,0,0,0,0,경기,성남시,차대사람,차도통행중,차도통행중,안전운전 의무 불이행,단일로,기타단일로,승용차,보행자,969723.0,1937048.0,127.1577717,37.4320971
103,2021,2021-01-20 05:00,야,수,1,0,0,0,0,서울,구로구,차대차,정면충돌,정면충돌,신호위반,교차로,교차로내,이륜차,승용차,946572.5,1943827.8,126.8956148,37.49215776
104,2021,2021-01-20 06:00,주,수,1,0,0,0,0,경기,평택시,차대차,기타,기타,안전운전 의무 불이행,단일로,기타단일로,화물차,화물차,957380.0,1891116.0,127.0208859,37.01759039
105,2021,2021-01-20 06:00,주,수,1,1,0,1,0,충북,청주시,차대차,추돌,추돌,안전운전 의무 불이행,단일로,기타단일로,화물차,화물차,995770.0,1840389.0,127.4527293,36.56125697
106,2021,2021-01-20 10:00,주,수,1,0,0,0,0,경기,안산시,차대사람,기타,기타,기타,단일로,기타단일로,승용차,보행자,940991.0,1922911.0,126.8341492,37.30329034
107,2021,2021-01-20 17:00,주,수,1,1,0,0,1,경북,성주군,차대차,기타,기타,안전운전 의무 불이행,단일로,기타단일로,승용차,화물차,1072271.0,1767288.0,128.3008514,35.89954703
108,2021,2021-01-20 18:00,야,수,1,0,0,0,0,충남,보령시,차량단독,전도,전도,안전운전 의무 불이행,불명,불명,이륜차,없음,921654.0,1800904.0,126.6285025,36.20212166
109,2021,2021-01-20 19:00,야,수,1,0,0,0,0,충남,태안군,차대사람,차도통행중,차도통행중,안전운전 의무 불이행,단일로,기타단일로,승용차,보행자,903636.0,1823615.0,126.425299,36.40520931
110,2021,2021-01-20 22:00,야,수,1,0,0,0,0,서울,동작구,차대사람,차도통행중,차도통행중,안전운전 의무 불이행,단일로,기타단일로,승용차,보행자,953432.0,1945255.0,126.9731176,37.505393
111,2021,2021-01-21 06:00,주,목,1,0,0,0,0,경남,사천시,차대사람,차도통행중,차도통행중,안전운전 의무 불이행,교차로,교차로부근,승용차,보행자,1052723.0,1661263.0,128.0773852,34.94483816
112,2021,2021-01-21 07:00,주,목,1,0,0,0,0,전남,보성군,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,기타단일로,승용차,보행자,969537.0,1642592.0,127.1670648,34.77738658
113,2021,2021-01-21 08:00,주,목,1,0,0,0,0,서울,노원구,차량단독,기타,기타,안전운전 의무 불이행,단일로,기타단일로,이륜차,없음,961790.3,1960916.8,127.0668659,37.64694133
114,2021,2021-01-21 08:00,주,목,1,0,0,0,0,경기,화성시,차대차,기타,기타,안전운전 의무 불이행,기타,기타,사륜오토바이(ATV),승용차,934497.0,1912606.0,126.7617839,37.20997348
115,2021,2021-01-21 10:00,주,목,1,2,1,1,0,충북,청주시,차대차,추돌,추돌,안전운전 의무 불이행,단일로,교량위,화물차,화물차,1003283.0,1835589.0,127.5366674,36.51798808
116,2021,2021-01-21 10:00,주,목,1,0,0,0,0,경기,구리시,차대사람,보도통행중,보도통행중,보행자 보호의무 위반,교차로,교차로횡단보도내,승합차,보행자,968010.0,1954322.0,127.1376578,37.58773816
117,2021,2021-01-21 11:00,주,목,1,0,0,0,0,경기,시흥시,차대차,추돌,추돌,안전운전 의무 불이행,단일로,기타단일로,화물차,화물차,932139.0,1925566.0,126.7340291,37.32661615
118,2021,2021-01-21 14:00,주,목,1,0,0,0,0,충남,아산시,차대사람,횡단중,횡단중,보행자 보호의무 위반,교차로,교차로내,승합차,보행자,956889.6,1865219.0,127.0168473,36.78412576
119,2021,2021-01-21 14:00,주,목,1,0,0,0,0,경북,청도군,차량단독,전도,전도,안전운전 의무 불이행,단일로,기타단일로,자전거,없음,1126752.0,1744034.0,128.9007563,35.68440355
120,2021,2021-01-21 15:00,주,목,1,0,0,0,0,서울,강동구,차대사람,기타,기타,기타,단일로,기타단일로,화물차,보행자,967462.0,1949068.0,127.1316841,37.54036264
121,2021,2021-01-21 18:00,야,목,1,0,0,0,0,부산,동구,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,기타단일로,승합차,보행자,1142106.7,1683547.1,129.0598464,35.13711391
122,2021,2021-01-21 18:00,야,목,1,1,0,1,0,전북,익산시,차대차,추돌,추돌,안전운전 의무 불이행,교차로,교차로내,화물차,승용차,950632.7,1770632.3,126.9527293,35.93112239
123,2021,2021-01-21 18:00,야,목,1,0,0,0,0,전남,장흥군,차대사람,길가장자리구역통행중,길가장자리구역통행중,안전운전 의무 불이행,단일로,기타단일로,화물차,보행자,947664.0,1619044.0,126.9294772,34.56415448
124,2021,2021-01-21 18:00,야,목,1,0,0,0,0,경북,포항시,차량단독,공작물충돌,공작물충돌,안전운전 의무 불이행,단일로,기타단일로,승용차,없음,1166138.0,1796132.0,129.3467233,36.14803008
125,2021,2021-01-21 21:00,야,목,1,0,0,0,0,경기,파주시,차량단독,공작물충돌,공작물충돌,안전운전 의무 불이행,단일로,지하차도(도로)내,승용차,없음,937468.0,1984279.0,126.7891595,37.85616086
126,2021,2021-01-22 01:00,야,금,1,0,0,0,0,부산,중구,차대사람,기타,기타,안전운전 의무 불이행,단일로,기타단일로,승용차,보행자,1139363.0,1679697.0,129.0290908,35.10279282
127,2021,2021-01-22 02:00,야,금,1,0,0,0,0,강원,속초시,차량단독,공작물충돌,공작물충돌,안전운전 의무 불이행,교차로,교차로부근,이륜차,없음,1095101.0,2021349.0,128.5859416,38.18739129
128,2021,2021-01-22 07:00,주,금,1,0,0,0,0,경남,고성군,차대사람,횡단중,횡단중,보행자 보호의무 위반,단일로,기타단일로,승용차,보행자,1074001.0,1664961.0,128.3107175,34.97685059
129,2021,2021-01-22 07:00,주,금,1,0,0,0,0,경기,포천시,차대사람,기타,기타,안전운전 의무 불이행,교차로,교차로부근,승용차,보행자,981225.0,1993368.0,127.2863292,37.94003214
130,2021,2021-01-22 18:00,야,금,1,1,0,1,0,충북,단양군,차대차,추돌,추돌,안전운전 의무 불이행,단일로,기타단일로,승용차,건설기계,1079615.0,1879921.0,128.3937786,36.91427813
131,2021,2021-01-22 18:00,야,금,1,0,0,0,0,충남,공주시,차대사람,차도통행중,차도통행중,안전운전 의무 불이행,단일로,기타단일로,승용차,보행자,951402.0,1834786.0,126.9572766,36.50951998
