시군코드,시군명,시도명,시군구명,도로종류,도로노선번호,도로노선명,도로노선방향,소재지도로명주소,소재지지번주소,위도,경도,신호기설치방식,도로형태,주도로여부,신호등관리번호,신호등구분,신호등색종류,신호등화방식,신호등화순서,신호등화시간,광원종류,신호제어방식,신호시간결정방식,점멸등운영여부,점멸등운영시작시각,점멸등운영종료시각,보행자작동신호기유무,잔여시간표시기유무,시각장애인용음향신호기유무,도로안내표지일련번호,관리기관명,관리기관전화번호,데이터기준일자
41360.0,남양주시,경기도,남양주시,지방도,387번,수레로,2,경기도 남양주시 와부읍 수레로 3-1,경기도 남양주시 와부읍 덕소리 480-15번지,37.58689849,127.2126489,3,2,Y,2086,2,2,2,적색+녹색,98+12,2,3,1,N,00:00,00:00,Y,Y,N,,경기도 남양주시청,031-590-2114,2024-08-23
41360.0,남양주시,경기도,남양주시,시도,,고산로,2,,경기도 남양주시 와부읍 덕소리 373-3,37.59854153,127.2157375,3,2,Y,2089,2,2,2,적색+녹색,98+25,2,3,1,N,00:00,00:00,Y,Y,N,,경기도 남양주시청,031-590-2114,2024-08-23
41360.0,남양주시,경기도,남양주시,시도,,고산로,2,,경기도 남양주시 와부읍 덕소리 373-6,37.59851082,127.2158706,3,2,Y,2093,1,4,99,녹색+황색+적색+적색/녹색화살표+적색/황색+적색,32+3+37+10+3+37,2,3,1,Y,00:00,05:00,N,N,N,,경기도 남양주시청,031-590-2114,2024-08-23
41360.0,남양주시,경기도,남양주시,시도,,도로 이름 없음,2,,경기도 남양주시 와부읍 덕소리 393-1,37.59284668,127.214534,3,2,Y,2097,2,2,2,적색+녹색,98+28,2,3,1,N,00:00,00:00,Y,Y,N,,경기도 남양주시청,031-590-2114,2024-08-23
41360.0,남양주시,경기도,남양주시,지방도,86번,덕소로,1,,경기도 남양주시 와부읍 덕소리 산21-12,37.58720459,127.209876,3,2,Y,2162,2,2,2,적색+녹색,98+18,2,3,1,N,00:00,00:00,Y,Y,N,,경기도 남양주시청,031-590-2114,2024-08-23
41360.0,남양주시,경기도,남양주시,일반국도,43번,송산로,2,,경기도 남양주시 별내동 889-1,37.67426365,127.133876,3,2,Y,5250,1,4,3,녹색/녹색화살표+황색+적색,67+20+48,2,3,1,Y,00:00,05:00,N,N,N,,경기도 남양주시청,031-590-2114,2024-08-23
41360.0,남양주시,경기도,남양주시,시도,,청학로,1,,경기도 남양주시 별내면 청학리 439-6,37.7072298,127.1191182,3,1,Y,5254,1,3,3,녹색+황색+적색,43+3+25,2,3,1,Y,23:00,05:00,N,N,N,,경기도 남양주시청,031-590-2114,2024-08-23
41360.0,남양주시,경기도,남양주시,일반국도,45번,경춘로,1,,경기도 남양주시 화도읍 답내리 200-12,37.65876755,127.350688,3,2,Y,4571,1,3,3,녹색+황색+적색,100+3+27,2,3,1,N,00:00,00:00,N,N,N,,경기도 남양주시청,031-590-2114,2024-08-23
41360.0,남양주시,경기도,남양주시,일반국도,45번,경춘로,2,,경기도 남양주시 화도읍 답내리 200-12,37.65876755,127.350688,2,2,Y,4575,1,2,2,녹색+적색,24+106,2,3,1,N,00:00,00:00,N,N,N,,경기도 남양주시청,031-590-2114,2024-08-23
41360.0,남양주시,경기도,남양주시,일반국도,45번,경춘로,2,경기도 남양주시 화도읍 경춘로 2345,경기도 남양주시 화도읍 답내리 220-2번지,37.658251,127.3477741,3,2,Y,4578,1,4,4,녹색+녹색/녹색화살표+황색+적색,50+15+4+135,2,3,1,N,00:00,00:00,N,N,N,,경기도 남양주시청,031-590-2114,2024-08-23
41360.0,남양주시,경기도,남양주시,일반국도,45번,경춘로,2,경기도 남양주시 화도읍 경춘로 2345,경기도 남양주시 화도읍 답내리 220-2번지,37.658251,127.3477741,2,2,Y,4581,1,4,4,녹색+녹색/녹색화살표+황색+적색,50+15+4+135,2,3,1,N,00:00,00:00,N,Y,Y,,경기도 남양주시청,031-590-2114,2024-08-23
41360.0,남양주시,경기도,남양주시,지방도,387번,수레로,2,경기도 남양주시 화도읍 수레로 1234-57,경기도 남양주시 화도읍 창현리 745번지,37.64891736,127.3037111,2,2,Y,5131,2,2,2,녹색+적색,25+85,2,3,1,N,00:00,00:00,Y,Y,N,,경기도 남양주시청,031-590-2114,2024-08-23
41360.0,남양주시,경기도,남양주시,시도,,양지로,2,,경기도 남양주시 오남읍 오남리 산145-2,37.68543774,127.2064414,3,2,Y,2010,1,4,5,녹색+황색+녹색/녹색화살표+황색+적색,140+4+14+4+60,2,3,1,Y,23:00,05:00,N,N,N,,경기도 남양주시청,031-590-2114,2024-08-23
41360.0,남양주시,경기도,남양주시,시도,,양지로,1,,경기도 남양주시 오남읍 오남리 산145-2,37.68543774,127.2064414,3,2,Y,2014,1,1,1,황색,0,2,3,1,Y,00:00,23:59,N,N,N,,경기도 남양주시청,031-590-2114,2024-08-23
41360.0,남양주시,경기도,남양주시,지방도,387번,수레로,1,경기도 남양주시 와부읍 덕소로 84,경기도 남양주시 와부읍 덕소리 산24-3,37.58666637,127.2120136,3,2,Y,2165,2,2,2,적색+녹색,96+16,2,3,1,N,00:00,00:00,Y,Y,N,,경기도 남양주시청,031-590-2114,2024-08-23
41360.0,남양주시,경기도,남양주시,지방도,86번,덕소로,2,,경기도 남양주시 와부읍 도곡리 1005-24,37.57966514,127.2169144,3,2,Y,2169,2,2,2,적색+녹색,96+34,2,3,1,N,00:00,00:00,Y,Y,N,,경기도 남양주시청,031-590-2114,2024-08-23
41360.0,남양주시,경기도,남양주시,지방도,86번,덕소로,2,경기도 남양주시 와부읍 덕소로 230-34,경기도 남양주시 와부읍 도곡리 1010-1번지,37.57811324,127.2209623,3,2,Y,2171,1,3,3,녹색+황색+적색,27+3+40,2,3,1,Y,01:00,06:00,N,Y,N,,경기도 남양주시청,031-590-2114,2024-08-23
41360.0,남양주시,경기도,남양주시,지방도,383번,진건오남로,1,,경기도 남양주시 오남읍 오남리 884-15,37.69777523,127.1959538,3,2,N,2004,1,3,3,녹색+황색+적색,153+3+45,2,3,1,Y,00:00,05:00,N,Y,Y,,경기도 남양주시청,031-590-2114,2024-08-23
41360.0,남양주시,경기도,남양주시,시도,,마석중앙로,1,경기도 남양주시 화도읍 마석중앙로 23,경기도 남양주시 화도읍 마석우리 343-3,37.65299602,127.3024077,3,1,Y,4643,1,3,3,녹색+황색+적색,32+3+22,2,3,1,N,00:00,00:00,N,Y,N,,경기도 남양주시청,031-590-2114,2024-08-23
41360.0,남양주시,경기도,남양주시,시도,,마석로,1,경기도 남양주시 화도읍 마석로 107-1,경기도 남양주시 화도읍 마석우리 353-4번지,37.65994817,127.303561,3,2,Y,4647,1,4,5,녹색+황색+적색/녹색화살표+적색/황색+적색,81+3+14+17+50,2,3,1,N,00:00,00:00,N,N,N,,경기도 남양주시청,031-590-2114,2024-08-23
41360.0,남양주시,경기도,남양주시,시도,,마석로,2,경기도 남양주시 화도읍 마석로 107-1,경기도 남양주시 화도읍 마석우리 353-4번지,37.65994817,127.303561,3,2,Y,4650,1,4,3,녹색/녹색화살표+황색+적색,24+3+90,2,3,1,N,00:00,00:00,N,N,N,,경기도 남양주시청,031-590-2114,2024-08-23
41360.0,남양주시,경기도,남양주시,시도,,창현로,2,,경기도 남양주시 화도읍 창현리 751,37.64819258,127.3055376,3,2,Y,5141,1,3,3,녹색+황색+적색,76+4+16,2,3,1,Y,00:00,05:00,N,Y,N,,경기도 남양주시청,031-590-2114,2024-08-23
41360.0,남양주시,경기도,남양주시,시도,,녹촌로,1,,경기도 남양주시 화도읍 창현리 753,37.64789954,127.3022766,3,2,Y,5145,2,2,2,적색+녹색,147+34,2,3,1,N,00:00,00:00,Y,Y,N,,경기도 남양주시청,031-590-2114,2024-08-23
41360.0,남양주시,경기도,남양주시,시도,,묵현로,1,,경기도 남양주시 화도읍 창현리 753,37.64789954,127.3022766,3,2,Y,5148,2,2,2,적색+녹색,147+31,2,3,1,N,00:00,00:00,Y,Y,N,,경기도 남양주시청,031-590-2114,2024-08-23
41360.0,남양주시,경기도,남양주시,지방도,387번,수레로,2,,경기도 남양주시 화도읍 창현리 753,37.64789954,127.3022766,3,2,Y,5152,1,4,5,녹색+황색+적색/녹색화살표+적색/황색+적색,123+3+16+3+70,2,3,1,N,00:00,00:00,N,N,N,,경기도 남양주시청,031-590-2114,2024-08-23
41360.0,남양주시,경기도,남양주시,시도,,양지로,2,,경기도 남양주시 오남읍 오남리 553-5,37.6836321,127.2069701,3,1,Y,1970,1,3,3,녹색+황색+적색,98+4+40,2,3,1,Y,00:00,05:00,N,Y,N,,경기도 남양주시청,031-590-2114,2024-08-23
41360.0,남양주시,경기도,남양주시,시도,,가운로163번길,2,경기도 남양주시 가운로163번길 3,경기도 남양주시 다산동 555-1번지,37.59523978,127.1677474,3,2,N,2,1,4,4,녹색+녹색/녹색화살표+황색+적색,70+15+5+28,2,3,1,Y,01:00,05:00,N,N,N,,경기도 남양주시청,031-590-2114,2024-08-23
41360.0,남양주시,경기도,남양주시,시도,,가운로163번길,2,경기도 남양주시 가운로163번길 3,경기도 남양주시 다산동 555-1번지,37.59523978,127.1677474,2,2,N,5,2,2,2,녹색+적색,20+70,2,3,1,N,00:00,00:00,N,N,N,,경기도 남양주시청,031-590-2114,2024-08-23
41360.0,남양주시,경기도,남양주시,시도,,다산중앙로20번길,1,경기도 남양주시 다산중앙로20번길 10-44,경기도 남양주시 다산동 6159-3번지,37.61444067,127.157012,2,2,N,8,2,2,2,녹색+적색,24+104,2,3,1,N,00:00,00:00,N,N,N,,경기도 남양주시청,031-590-2114,2024-08-23
41360.0,남양주시,경기도,남양주시,일반국도,45번,경춘로,2,경기도 남양주시 경춘로 368,경기도 남양주시 다산동 668-3번지,37.60460873,127.155682,3,1,Y,11,1,1,1,황색,0,2,3,1,Y,00:00,23:59,N,Y,Y,,경기도 남양주시청,031-590-2114,2024-08-23
41360.0,남양주시,경기도,남양주시,일반국도,45번,경춘로,2,경기도 남양주시 경춘로 374,경기도 남양주시 다산동 4137-2번지,37.60497359,127.1562849,3,2,Y,14,1,1,1,황색,0,2,3,1,Y,00:00,23:59,N,N,N,,경기도 남양주시청,031-590-2114,2024-08-23
41360.0,남양주시,경기도,남양주시,시도,,가운로2길,1,경기도 남양주시 가운로2길 14,경기도 남양주시 다산동 671번지,37.60320659,127.1576916,3,2,Y,17,1,1,1,황색,0,2,3,1,Y,00:00,23:59,N,N,N,,경기도 남양주시청,031-590-2114,2024-08-23
41360.0,남양주시,경기도,남양주시,시도,,가운로2길,2,경기도 남양주시 가운로2길 14,경기도 남양주시 다산동 671번지,37.60320659,127.1576916,3,2,Y,20,1,1,1,황색,0,2,3,1,Y,00:00,23:59,N,N,N,,경기도 남양주시청,031-590-2114,2024-08-23
41360.0,남양주시,경기도,남양주시,시도,,가운로2길,2,경기도 남양주시 가운로2길 14,경기도 남양주시 다산동 671번지,37.60320659,127.1576916,3,2,Y,23,1,4,4,녹색+녹색/녹색화살표+황색+적색,75+15+3+25,2,3,1,N,00:00,00:00,N,N,N,,경기도 남양주시청,031-590-2114,2024-08-23
41360.0,남양주시,경기도,남양주시,시도,,덕소로116번길,2,경기도 남양주시 와부읍 덕소로116번길 52,경기도 남양주시 와부읍 덕소리 600-3번지,37.5854766,127.2075032,2,2,N,2139,2,2,2,녹색+적색,24+104,2,3,1,N,00:00,00:00,N,N,N,,경기도 남양주시청,031-590-2114,2024-08-23
41360.0,남양주시,경기도,남양주시,시도,,덕소로116번길,2,경기도 남양주시 와부읍 덕소로116번길 40,경기도 남양주시 와부읍 덕소리 600-14번지,37.585973,127.2091425,3,2,Y,2142,1,2,1,적색/ 황색,0,2,3,1,Y,00:00,23:59,N,N,N,,경기도 남양주시청,031-590-2114,2024-08-23
41360.0,남양주시,경기도,남양주시,시도,,덕소로116번길,2,경기도 남양주시 와부읍 덕소로116번길 40,경기도 남양주시 와부읍 덕소리 600-14번지,37.585973,127.2091425,2,2,Y,2145,2,2,1,적색/ 황색,0,2,3,1,Y,00:00,23:59,N,N,N,,경기도 남양주시청,031-590-2114,2024-08-23
41360.0,남양주시,경기도,남양주시,지방도,387번,수레로,2,,경기도 남양주시 화도읍 창현리 649-6,37.64348256,127.3041254,3,2,Y,5108,2,2,2,적색+녹색,98+24,2,3,1,N,00:00,00:00,Y,Y,N,,경기도 남양주시청,031-590-2114,2024-08-23
41360.0,남양주시,경기도,남양주시,지방도,387번,수레로,1,,경기도 남양주시 화도읍 창현리 672-4,37.64111143,127.3033349,3,2,Y,5112,1,4,4,녹색+녹색화살표+황색+적색,67+24+3+11,2,3,1,N,00:00,00:00,N,N,N,,경기도 남양주시청,031-590-2114,2024-08-23
41360.0,남양주시,경기도,남양주시,시도,,청학로,2,,경기도 남양주시 별내면 청학리 358-10,37.71106407,127.1135209,3,2,Y,5294,1,4,4,녹색+녹색화살표/녹색+황색+적색,80+20+3+45,2,3,1,Y,00:00,05:00,N,Y,Y,,경기도 남양주시청,031-590-2114,2024-08-23
41360.0,남양주시,경기도,남양주시,시도,,청학로,1,,경기도 남양주시 별내면 청학리 358-10,37.71106407,127.1135209,3,2,Y,5298,1,4,4,녹색+녹색/녹색화살표+황색+적색,38+30+3+43,2,3,1,N,00:00,00:00,N,N,N,,경기도 남양주시청,031-590-2114,2024-08-23
41360.0,남양주시,경기도,남양주시,시도,,청학로,2,,경기도 남양주시 별내면 청학리 358-9,37.71225974,127.1134913,3,2,Y,5302,1,3,3,적색/녹색화살표+황색+적색,21+4+78,2,3,1,N,00:00,00:00,N,Y,Y,,경기도 남양주시청,031-590-2114,2024-08-23
41360.0,남양주시,경기도,남양주시,시도,,마석로,2,경기도 남양주시 화도읍 마석로 35,경기도 남양주시 화도읍 마석우리 295-18번지,37.654093,127.306271,3,1,Y,4619,1,1,1,황색,0,2,3,1,Y,00:00,23:59,N,Y,N,,경기도 남양주시청,031-590-2114,2024-08-23
41360.0,남양주시,경기도,남양주시,시도,,마석로,2,경기도 남양주시 화도읍 마석로 35,경기도 남양주시 화도읍 마석우리 295-18번지,37.65405788,127.3062272,3,2,Y,4621,1,1,1,황색,0,2,3,1,Y,00:00,23:59,N,Y,N,,경기도 남양주시청,031-590-2114,2024-08-23
41360.0,남양주시,경기도,남양주시,시도,,마석로,2,,경기도 남양주시 화도읍 마석우리 295-3,37.653544,127.3065947,3,2,Y,4625,2,2,2,적색+녹색,96+18,2,3,1,N,00:00,00:00,Y,Y,N,,경기도 남양주시청,031-590-2114,2024-08-23
41360.0,남양주시,경기도,남양주시,시도,,마석로,2,,경기도 남양주시 화도읍 마석우리 297-25,37.65470996,127.306107,3,2,Y,4628,2,2,2,적색+녹색,96+18,2,3,1,N,00:00,00:00,Y,Y,N,,경기도 남양주시청,031-590-2114,2024-08-23
41360.0,남양주시,경기도,남양주시,지방도,387번,수레로,1,,경기도 남양주시 화도읍 녹촌리 산79-123,37.64298875,127.3011293,3,2,Y,4550,1,4,3,녹색/녹색화살표+황색+적색,60+3+27,2,3,1,N,00:00,00:00,N,N,N,,경기도 남양주시청,031-590-2114,2024-08-23
41360.0,남양주시,경기도,남양주시,지방도,387번,수레로,1,,경기도 남양주시 화도읍 녹촌리 산79-123,37.64298875,127.3011293,2,2,Y,4554,1,4,3,녹색/녹색화살표+황색+적색,60+3+27,2,3,1,N,00:00,00:00,N,Y,Y,,경기도 남양주시청,031-590-2114,2024-08-23
41360.0,남양주시,경기도,남양주시,일반국도,45번,경춘로,2,경기도 남양주시 경춘로 2290번길 1,경기도 남양주시 화도읍 답내리 1074번지 남양주월산사랑으로부영2단지,37.6560753,127.3428608,3,1,Y,4558,1,3,3,녹색+황색+적색,25+4+28,2,3,1,Y,20:00,07:00,N,Y,N,,경기도 남양주시청,031-590-2114,2024-08-23
41360.0,남양주시,경기도,남양주시,시도,,창현로,1,,경기도 남양주시 화도읍 창현리 547-14,37.64877626,127.3059378,3,2,Y,5083,1,4,3,녹색/녹색화살표+황색+적색,30+3+33,2,3,1,Y,00:00,05:00,N,Y,N,,경기도 남양주시청,031-590-2114,2024-08-23
41360.0,남양주시,경기도,남양주시,지방도,387번,수레로,1,,경기도 남양주시 화도읍 창현리 625-3,37.64372178,127.3035336,3,2,Y,5087,2,2,2,적색+녹색,100+36,2,3,1,N,00:00,00:00,Y,Y,N,,경기도 남양주시청,031-590-2114,2024-08-23
41360.0,남양주시,경기도,남양주시,시도,,평내로,1,경기도 남양주시 평내로 25,경기도 남양주시 평내동 570번지,37.64332154,127.2322402,3,1,Y,4030,1,3,3,녹색+황색+적색,125+4+30,2,3,1,Y,00:00,05:00,N,Y,Y,,경기도 남양주시청,031-590-2114,2024-08-23
41360.0,남양주시,경기도,남양주시,시도,,평내로,1,,경기도 남양주시 평내동 97-1,37.645717,127.239117,3,1,Y,4033,1,3,3,녹색+황색+적색,125+4+30,2,3,1,Y,00:00,05:00,N,Y,N,,경기도 남양주시청,031-590-2114,2024-08-23
41360.0,남양주시,경기도,남양주시,시도,,호평로,1,,경기도 남양주시 호평동 114-6,37.65407112,127.2499911,3,2,N,4037,1,3,3,녹색+황색+적색,99+4+115,2,3,1,Y,00:00,05:00,N,N,N,,경기도 남양주시청,031-590-2114,2024-08-23
41360.0,남양주시,경기도,남양주시,일반국도,45번,경춘로,1,경기도 남양주시 경춘로 411,경기도 남양주시 다산동 4090-3번지,37.60717724,127.1594392,3,2,Y,4041,2,2,2,적색+녹색,98+42,2,3,1,N,00:00,00:00,Y,Y,N,,경기도 남양주시청,031-590-2114,2024-08-23
41360.0,남양주시,경기도,남양주시,일반국도,45번,경춘로,1,,경기도 남양주시 호평동 22-4,37.655141,127.258434,2,2,Y,4046,1,3,3,녹색화살표+황색+적색,45+3+ 43,2,3,1,N,00:00,00:00,Y,Y,N,,경기도 남양주시청,031-590-2114,2024-08-23
41360.0,남양주시,경기도,남양주시,지방도,383번,진건오남로,2,,경기도 남양주시 오남읍 오남리 344-8,37.6805233,127.209941,3,2,Y,1951,1,3,3,녹색+황색+적색,75+4+33,2,3,1,Y,00:00,05:00,Y,Y,Y,,경기도 남양주시청,031-590-2114,2024-08-23
41360.0,남양주시,경기도,남양주시,지방도,383번,진건오남로,1,,경기도 남양주시 오남읍 오남리 344-8,37.6805233,127.2099988,3,2,N,1955,1,3,3,녹색+황색+적색,153+3+45,2,3,1,Y,00:00,05:00,N,Y,N,,경기도 남양주시청,031-590-2114,2024-08-23
41360.0,남양주시,경기도,남양주시,지방도,383번,진건오남로,1,,경기도 남양주시 오남읍 오남리 468-5,37.677494,127.206185,3,2,Y,1959,1,3,3,녹색+황색+적색,153+3+45,2,3,1,Y,00:00,05:00,N,Y,N,,경기도 남양주시청,031-590-2114,2024-08-23
41360.0,남양주시,경기도,남양주시,시도,,마석로,2,경기도 남양주시 화도읍 마석로 47,경기도 남양주시 화도읍 마석우리 297-9번지,37.65514681,127.3059148,3,1,N,4630,1,1,1,황색,0,2,3,1,Y,00:00,23:59,N,N,N,,경기도 남양주시청,031-590-2114,2024-08-23
41360.0,남양주시,경기도,남양주시,지방도,387번,수레로,2,,경기도 남양주시 화도읍 창현리 674-5,37.640481,127.3032797,2,2,Y,5122,1,4,4,녹색+녹색화살표+황색+적색,67+24+3+11,2,3,1,N,00:00,00:00,N,N,N,,경기도 남양주시청,031-590-2114,2024-08-23
41360.0,남양주시,경기도,남양주시,지방도,387번,수레로,2,경기도 남양주시 화도읍 수레로1260번길 25,경기도 남양주시 화도읍 창현리 738-1번지,37.65009239,127.3048048,3,1,Y,5126,1,3,3,녹색+황색+적색,95+5+60,2,3,1,Y,23:00,06:00,N,Y,N,,경기도 남양주시청,031-590-2114,2024-08-23
41360.0,남양주시,경기도,남양주시,지방도,387번,수레로,2,경기도 남양주시 화도읍 수레로 1234-57,경기도 남양주시 화도읍 창현리 745번지,37.64891736,127.3037111,3,2,Y,5129,1,3,3,녹색화살표/적색+황색/적색+적색,8+3+46,2,3,1,Y,23:00,06:00,N,Y,Y,,경기도 남양주시청,031-590-2114,2024-08-23
41360.0,남양주시,경기도,남양주시,시도,,경춘로1286번길,2,경기도 남양주시 경춘로1286번길 18,경기도 남양주시 평내동 587-2번지,37.64760149,127.2370326,3,1,Y,3912,1,3,3,녹색+황색+적색,80+4+25,2,3,1,Y,00:00,05:00,N,Y,N,,경기도 남양주시청,031-590-2114,2024-08-23
41360.0,남양주시,경기도,남양주시,시도,,경춘로1286번길,1,경기도 남양주시 경춘로1286번길 18,경기도 남양주시 평내동 587-2번지,37.64760149,127.2370326,3,1,Y,3915,1,3,3,녹색+황색+적색,80+4+25,2,3,1,Y,00:00,05:00,N,Y,N,,경기도 남양주시청,031-590-2114,2024-08-23
41360.0,남양주시,경기도,남양주시,시도,,고래산로,2,,경기도 남양주시 와부읍 월문리 1303-1,37.59979803,127.2870344,3,2,Y,2260,2,2,2,적색+녹색,98+20,2,3,1,N,00:00,00:00,Y,Y,N,,경기도 남양주시청,031-590-2114,2024-08-23
41360.0,남양주시,경기도,남양주시,시도,,평내로,2,,경기도 남양주시 평내동 648,37.64245126,127.2382268,3,1,Y,4009,1,3,3,녹색+황색+적색,26+4+79,2,3,1,Y,00:00,05:00,N,Y,N,,경기도 남양주시청,031-590-2114,2024-08-23
