발생년,발생년월일시,주야,요일,사망자수,부상자수,중상자수,경상자수,부상신고자수,발생지시도,발생지시군구,사고유형_대분류,사고유형_중분류,사고유형,가해자법규위반,도로형태_대분류,도로형태,가해자_당사자종별,피해자_당사자종별,발생위치X_UTMK,발생위치Y_UTMK,경도,위도,발생년월일시분,사상자수,법규위반_대분류,법규위반,가해자_당사자종별_대분류,피해자_당사자종별_대분류,발생위치X(UTMK),발생위치Y(UTMK),발생위치X,발생위치Y,발생분,당사자종별_1당_대분류,당사자종별_1당,당사자종별_2당_대분류,당사자종별_2당
2018,,야,수,1,,0,0,0,경기,남양주시,차대사람,차도통행중,차도통행중,,단일로,기타단일로,승용차,보행자,973770.0,1971923.0,127.2022658,37.74656331,2018-01-31 18:34,1.0,운전자법규위반,안전운전 의무 불이행,승용차,보행자,,,,,,,,,
2018,,주,목,1,,0,0,0,경기,남양주시,차대사람,기타,기타,,단일로,기타단일로,승용차,보행자,972248.0,1962306.0,127.1853566,37.65983828,2018-10-11 16:30,1.0,운전자법규위반,안전운전 의무 불이행,승용차,보행자,,,,,,,,,
2018,,야,목,1,,0,0,0,경기,남양주시,차대사람,횡단중,횡단중,,교차로,교차로내,승용차,보행자,965765.0,1961282.0,127.1119038,37.65038978,2018-12-20 04:48,1.0,운전자법규위반,안전운전 의무 불이행,승용차,보행자,,,,,,,,,
2018,,야,화,1,,0,0,0,경기,남양주시,차대사람,횡단중,횡단중,,교차로,교차로내,승용차,보행자,973217.0,1955204.0,127.196603,37.5958543,2018-03-27 23:40,1.0,운전자법규위반,안전운전 의무 불이행,승용차,보행자,,,,,,,,,
2018,,주,월,1,,0,0,0,경기,남양주시,차대사람,횡단중,횡단중,,교차로,교차로내,승합차,보행자,977404.0,1961529.0,127.2438371,37.65297636,2018-08-13 07:30,1.0,운전자법규위반,안전운전 의무 불이행,승합차,보행자,,,,,,,,,
2018,,주,화,1,,0,0,0,경기,남양주시,차대사람,횡단중,횡단중,,교차로,교차로내,화물차,보행자,973313.0,1971256.0,127.197103,37.74053831,2018-12-18 06:48,1.0,운전자법규위반,안전운전 의무 불이행,화물차,보행자,,,,,,,,,
2018,,주,화,1,,0,0,0,경기,남양주시,차대사람,횡단중,횡단중,,교차로,교차로내,승용차,보행자,980936.0,1962001.0,127.2838656,37.65731082,2018-01-02 13:22,1.0,운전자법규위반,안전운전 의무 불이행,승용차,보행자,,,,,,,,,
2018,,야,금,1,,0,0,0,경기,남양주시,차대사람,기타,기타,,단일로,기타단일로,승용차,보행자,971139.0,1963482.0,127.1727367,37.67040367,2018-12-21 01:00,1.0,운전자법규위반,안전운전 의무 불이행,승용차,보행자,,,,,,,,,
2018,,야,수,1,,0,0,0,경기,남양주시,차대사람,횡단중,횡단중,,단일로,기타단일로,승용차,보행자,972149.0,1957945.0,127.1844005,37.62052821,2018-12-12 18:47,1.0,운전자법규위반,안전운전 의무 불이행,승용차,보행자,,,,,,,,,
2018,,주,일,1,,0,0,0,경기,남양주시,차대사람,횡단중,횡단중,,교차로,교차로내,승용차,보행자,966225.0,1967678.0,127.116822,37.70805519,2018-07-15 08:52,1.0,운전자법규위반,보행자 보호의무 위반,승용차,보행자,,,,,,,,,
2018,,주,금,1,,0,0,0,경기,남양주시,차대사람,보도통행중,보도통행중,,교차로,교차로횡단보도내,화물차,보행자,973998.0,1959264.0,127.2053056,37.632471,2018-11-02 10:10,1.0,운전자법규위반,보행자 보호의무 위반,화물차,보행자,,,,,,,,,
2018,,주,토,1,,0,1,0,경기,남양주시,차대사람,횡단중,횡단중,,교차로,교차로부근,화물차,보행자,970431.0,1966978.0,127.1645668,37.70189136,2018-12-22 17:50,2.0,운전자법규위반,안전운전 의무 불이행,화물차,보행자,,,,,,,,,
2021,2021-01-15 14:00,주,금,1,0.0,0,0,0,경기,남양주시,차대사람,횡단중,횡단중,보행자 보호의무 위반,교차로,교차로횡단보도내,화물차,보행자,,,127.1978271,37.71597896,,,,,,,973368.0,1968531.0,,,,,,,
2021,2021-04-17 17:00,주,토,1,0.0,0,0,0,경기,남양주시,차대사람,횡단중,횡단중,신호위반,단일로,기타단일로,건설기계,보행자,,,127.3214173,37.65146985,,,,,,,984247.0,1961346.0,,,,,,,
2021,2021-10-06 15:00,주,수,1,0.0,0,0,0,경기,남양주시,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,기타단일로,화물차,보행자,,,127.1928198,37.72782752,,,,,,,972931.0,1969847.0,,,,,,,
2021,2021-10-07 18:00,야,목,1,0.0,0,0,0,경기,남양주시,차대사람,기타,기타,안전운전 의무 불이행,단일로,기타단일로,승용차,보행자,,,127.2118961,37.58694221,,,,,,,974564.0,1954211.0,,,,,,,
2023,2023-05-17 08:00,주,수,1,0.0,0,0,0,경기,남양주시,차대사람,기타,기타,안전운전 의무 불이행,교차로,교차로내,화물차,보행자,,,127.3478965,37.65837519,,,,,,,,,986584.0,1962108.0,,,,,
2023,2023-06-20 21:00,야,화,1,0.0,0,0,0,경기,남양주시,차대사람,횡단중,횡단중,안전운전 의무 불이행,교차로,교차로횡단보도내,승합차,보행자,,,127.1878752,37.62423296,,,,,,,,,972457.0,1958355.0,,,,,
2023,2023-07-07 16:00,주,금,1,0.0,0,0,0,경기,남양주시,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,고가도로위,승용차,보행자,,,127.1956435,37.73385572,,,,,,,,,973182.0,1970515.0,,,,,
2023,2023-08-10 22:00,야,목,1,0.0,0,0,0,경기,남양주시,차대사람,횡단중,횡단중,신호위반,교차로,교차로횡단보도내,이륜차,보행자,,,127.2478923,37.66069155,,,,,,,,,977764.0,1962384.0,,,,,
2023,2023-10-02 18:00,야,월,1,0.0,0,0,0,경기,남양주시,차대사람,횡단중,횡단중,보행자 보호의무 위반,교차로,교차로부근,이륜차,보행자,,,127.238489,37.64897168,,,,,,,,,976931.0,1961086.0,,,,,
2023,2023-11-23 06:00,주,목,1,0.0,0,0,0,경기,남양주시,차대사람,횡단중,횡단중,기타,교차로,교차로부근,화물차,보행자,,,127.3645432,37.66276699,,,,,,,,,988053.0,1962593.0,,,,,
2015,,야,월,1,,0,0,0,경기,남양주시,차대사람,보도통행중,보도통행중,,단일로,기타단일로,중형,보행자,976510.0,1972698.0,127.2333419,37.75362299,2015-01-19 20:20,1.0,운전자법규위반,기타(운전자법규위반),승용차,보행자,,,,,,,,,
2015,,야,월,1,,0,0,0,경기,남양주시,차대사람,기타,기타,,단일로,기타단일로,중형,보행자,969770.0,1964622.0,127.1571662,37.68063467,2015-01-19 22:40,1.0,운전자법규위반,안전운전 의무 불이행,승합차,보행자,,,,,,,,,
2015,,주,금,1,,0,0,0,경기,남양주시,차대사람,기타,기타,,교차로,교차로부근,중형,보행자,973930.0,1971788.0,127.2040868,37.74535111,2015-01-30 08:40,1.0,운전자법규위반,안전운전 의무 불이행,승용차,보행자,,,,,,,,,
2015,,주,수,1,,0,0,0,경기,남양주시,차대사람,횡단중,횡단중,,단일로,기타단일로,중형,보행자,968222.0,1960868.0,127.1397745,37.64674663,2015-03-18 17:15,1.0,운전자법규위반,안전운전 의무 불이행,승용차,보행자,,,,,,,,,
2015,,야,일,1,,0,0,0,경기,남양주시,차대사람,횡단중,횡단중,,단일로,기타단일로,소형,보행자,987130.0,1962267.0,127.3540839,37.65981614,2015-04-12 00:01,1.0,운전자법규위반,안전운전 의무 불이행,승용차,보행자,,,,,,,,,
2015,,야,월,1,,0,0,0,경기,남양주시,차대사람,횡단중,횡단중,,단일로,기타단일로,중형,보행자,976848.0,1961218.0,127.2375439,37.65015935,2015-05-11 20:55,1.0,운전자법규위반,안전운전 의무 불이행,승용차,보행자,,,,,,,,,
2015,,주,목,1,,0,0,0,경기,남양주시,차대사람,횡단중,횡단중,,단일로,횡단보도상,중형,보행자,974096.0,1959350.0,127.2064133,37.63324892,2015-07-02 08:53,1.0,운전자법규위반,보행자 보호의무 위반,화물차,보행자,,,,,,,,,
2015,,야,월,1,,0,0,0,경기,남양주시,차대사람,횡단중,횡단중,,단일로,횡단보도상,대형,보행자,974219.0,1954329.0,127.2079843,37.5879962,2015-07-27 23:55,1.0,운전자법규위반,신호위반,승용차,보행자,,,,,,,,,
2015,,야,월,1,,0,0,0,경기,남양주시,차대사람,횡단중,횡단중,,단일로,기타단일로,중형,보행자,966968.0,1966576.0,127.1253012,37.69814977,2015-08-03 21:30,1.0,운전자법규위반,안전운전 의무 불이행,승용차,보행자,,,,,,,,,
2015,,야,화,1,,0,0,0,경기,남양주시,차대사람,횡단중,횡단중,,교차로,교차로부근,소형,보행자,972758.0,1958700.0,127.1912733,37.62735154,2015-08-04 23:00,1.0,운전자법규위반,안전운전 의무 불이행,화물차,보행자,,,,,,,,,
2015,,주,토,1,,0,0,0,경기,남양주시,차대사람,차도통행중,차도통행중,,단일로,기타단일로,중형,보행자,982574.0,1963522.0,127.3023996,37.6710527,2015-10-24 06:04,1.0,운전자법규위반,안전운전 의무 불이행,승용차,보행자,,,,,,,,,
2015,,야,목,1,,0,0,0,경기,남양주시,차대사람,횡단중,횡단중,,단일로,횡단보도상,중형,보행자,976567.0,1960833.0,127.2343708,37.64668208,2015-11-05 00:02,1.0,운전자법규위반,안전운전 의무 불이행,승용차,보행자,,,,,,,,,
2015,,주,목,1,,0,0,0,경기,남양주시,차대사람,횡단중,횡단중,,단일로,기타단일로,경형,보행자,977128.0,1961896.0,127.2406968,37.65627741,2015-12-10 06:20,1.0,운전자법규위반,안전운전 의무 불이행,승용차,보행자,,,,,,,,,
2015,,주,일,1,,0,0,0,경기,남양주시,차대사람,기타,기타,,단일로,터널안,경형,보행자,965287.0,1963470.0,127.1063811,37.67009273,2015-12-13 08:35,1.0,운전자법규위반,안전운전 의무 불이행,승합차,보행자,,,,,,,,,
2015,,야,토,1,,0,0,0,경기,남양주시,차대사람,횡단중,횡단중,,단일로,기타단일로,중형,보행자,973618.0,1959278.0,127.2009984,37.63258635,2015-12-26 18:45,1.0,운전자법규위반,안전운전 의무 불이행,승용차,보행자,,,,,,,,,
2015,,야,일,1,,0,0,0,경기,남양주시,차대사람,횡단중,횡단중,,단일로,횡단보도상,중형,보행자,976363.0,1960724.0,127.2320619,37.6456944,2015-12-27 22:16,1.0,운전자법규위반,안전운전 의무 불이행,승용차,보행자,,,,,,,,,
2022,2022-01-15 18:00,야,토,1,0.0,0,0,0,경기,남양주시,차대사람,횡단중,횡단중,보행자 보호의무 위반,교차로,교차로횡단보도내,승용차,보행자,966477.0,1967758.0,127.11967719,37.70878549,,,,,,,,,,,,,,,
2022,2022-01-18 15:00,주,화,1,0.0,0,0,0,경기,남양주시,차대사람,횡단중,횡단중,안전운전 의무 불이행,교차로,교차로부근,화물차,보행자,974789.0,1959601.0,127.21425872,37.63553055,,,,,,,,,,,,,,,
2022,2022-02-20 18:00,야,일,1,0.0,0,0,0,경기,남양주시,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,기타단일로,승용차,보행자,973037.0,1960818.0,127.19435688,37.64645,,,,,,,,,,,,,,,
2022,2022-04-08 04:00,야,금,1,0.0,0,0,0,경기,남양주시,차대사람,기타,기타,안전운전 의무 불이행,단일로,기타단일로,화물차,보행자,972401.0,1968514.0,127.18685605,37.71579711,,,,,,,,,,,,,,,
2022,2022-04-21 07:00,주,목,1,0.0,0,0,0,경기,남양주시,차대사람,횡단중,횡단중,보행자 보호의무 위반,교차로,교차로횡단보도내,승합차,보행자,982953.0,1961475.0,127.30674508,37.65260946,,,,,,,,,,,,,,,
2022,2022-05-23 01:00,야,월,1,0.0,0,0,0,경기,남양주시,차대사람,기타,기타,안전운전 의무 불이행,단일로,터널안,승용차,보행자,979539.0,1956552.0,127.26818008,37.60816677,,,,,,,,,,,,,,,
2022,2022-08-08 23:00,야,월,1,0.0,0,0,0,경기,남양주시,차대사람,기타,기타,안전운전 의무 불이행,단일로,기타단일로,승용차,보행자,966686.0,1961461.0,127.12233612,37.65203704,,,,,,,,,,,,,,,
2022,2022-11-21 10:00,주,월,1,0.0,0,0,0,경기,남양주시,차대사람,횡단중,횡단중,신호위반,교차로,교차로내,승합차,보행자,975385.0,1953410.0,127.22122205,37.57974479,,,,,,,,,,,,,,,
2022,2022-12-26 18:00,야,월,1,0.0,0,0,0,경기,남양주시,차대사람,횡단중,횡단중,보행자 보호의무 위반,단일로,기타단일로,승용차,보행자,981086.0,1962243.0,127.28555988,37.65949515,,,,,,,,,,,,,,,
2017,2017-01-11 02:00,야간,수,1,,0,0,0,경기,남양주시,차대사람,횡단중,횡단중,,교차로,교차로부근,,,972850.0,1969548.0,127.19191183,37.72513018,,1.0,운전자법규위반,안전운전 의무 불이행,,,,,,,9.0,화물차,화물차,보행자,보행자
2017,2017-02-02 23:00,야간,목,1,,0,0,0,경기,남양주시,차대사람,횡단중,횡단중,,교차로,교차로부근,,,970255.0,1965914.0,127.1626137,37.69229561,,1.0,운전자법규위반,안전운전 의무 불이행,,,,,,,2.0,화물차,화물차,보행자,보행자
2017,2017-02-03 08:00,주간,금,1,,0,0,0,경기,남양주시,차대사람,횡단중,횡단중,,단일로,기타단일로,,,969908.0,1955360.0,127.15911288,37.59715808,,1.0,운전자법규위반,기타(운전자법규위반),,,,,,,50.0,화물차,화물차,보행자,보행자
2017,2017-02-11 02:00,야간,토,1,,0,0,0,경기,남양주시,차대사람,횡단중,횡단중,,단일로,기타단일로,,,983244.0,1961298.0,127.31004807,37.65101945,,1.0,운전자법규위반,안전운전 의무 불이행,,,,,,,0.0,승용차,승용차,보행자,보행자
2017,2017-03-06 09:00,주간,월,1,,0,0,0,경기,남양주시,차대사람,기타,기타,,단일로,기타단일로,,,977316.0,1961339.0,127.24284544,37.65126165,,1.0,운전자법규위반,안전운전 의무 불이행,,,,,,,30.0,승합차,승합차,보행자,보행자
2017,2017-04-28 05:00,야간,금,1,,0,0,0,경기,남양주시,차대사람,횡단중,횡단중,,교차로,교차로횡단보도내,,,970269.0,1965917.0,127.16277238,37.69232311,,1.0,운전자법규위반,신호위반,,,,,,,10.0,화물차,화물차,보행자,보행자
2017,2017-06-12 20:00,야간,월,1,,0,0,0,경기,남양주시,차대사람,횡단중,횡단중,,단일로,기타단일로,,,977369.0,1949705.0,127.24380607,37.54640077,,1.0,운전자법규위반,안전운전 의무 불이행,,,,,,,30.0,화물차,화물차,보행자,보행자
2017,2017-07-05 23:00,야간,수,1,,0,0,0,경기,남양주시,차대사람,횡단중,횡단중,,교차로,교차로횡단보도내,,,972930.0,1969785.0,127.19281081,37.72726867,,1.0,운전자법규위반,안전운전 의무 불이행,,,,,,,50.0,승용차,승용차,보행자,보행자
2017,2017-07-13 11:00,주간,목,1,,1,2,0,경기,남양주시,차대사람,횡단중,횡단중,,기타,기타,,,982975.0,1961443.0,127.30699523,37.65232144,,4.0,운전자법규위반,안전운전 의무 불이행,,,,,,,20.0,승용차,승용차,보행자,보행자
2017,2017-07-17 09:00,주간,월,1,,0,0,0,경기,남양주시,차대사람,횡단중,횡단중,,기타,기타,,,971979.0,1967655.0,127.1821011,37.70804195,,1.0,운전자법규위반,안전운전 의무 불이행,,,,,,,5.0,승용차,승용차,보행자,보행자
2017,2017-08-29 14:00,주간,화,1,,0,0,0,경기,남양주시,차대사람,기타,기타,,교차로,교차로내,,,981184.0,1955648.0,127.2868408,37.60005376,,1.0,운전자법규위반,안전운전 의무 불이행,,,,,,,30.0,화물차,화물차,보행자,보행자
2017,2017-09-20 20:00,야간,수,1,,0,0,0,경기,남양주시,차대사람,횡단중,횡단중,,단일로,기타단일로,,,965167.0,1964727.0,127.10496036,37.68141775,,1.0,운전자법규위반,안전운전 의무 불이행,,,,,,,10.0,승용차,승용차,보행자,보행자
2020,2020-01-13 06,주,월,1,0.0,0,0,0,경기,남양주시,차대사람,기타,기타,안전운전 의무 불이행,단일로,기타단일로,승용차,보행자,972286.0,1958494.0,127.1859321,37.62548067,,,,,,,,,,,,,,,
2020,2020-05-24 20,야,일,1,0.0,0,0,0,경기,남양주시,차대사람,횡단중,횡단중,과속,교차로,교차로내,승용차,보행자,984951.0,1961610.0,127.3293927,37.65386119,,,,,,,,,,,,,,,
2020,2020-05-28 12,주,목,1,0.0,0,0,0,경기,남양주시,차대사람,횡단중,횡단중,보행자 보호의무 위반,교차로,교차로횡단보도내,건설기계,보행자,982950.0,1961540.0,127.3067095,37.65319527,,,,,,,,,,,,,,,
2020,2020-06-05 23,야,금,1,0.0,0,0,0,경기,남양주시,차대사람,차도통행중,차도통행중,안전운전 의무 불이행,단일로,기타단일로,승용차,보행자,970462.0,1959651.0,127.1652152,37.63585225,,,,,,,,,,,,,,,
2020,2020-06-22 16,주,월,1,0.0,0,0,0,경기,남양주시,차대사람,횡단중,횡단중,안전운전 의무 불이행,교차로,교차로횡단보도내,화물차,보행자,970705.0,1967311.0,127.1676616,37.70490155,,,,,,,,,,,,,,,
2020,2020-07-24 10,주,금,1,0.0,0,0,0,경기,남양주시,차대사람,차도통행중,차도통행중,안전운전 의무 불이행,단일로,기타단일로,화물차,보행자,971882.0,1968836.0,127.180955,37.71868357,,,,,,,,,,,,,,,
2020,2020-08-23 09,주,일,1,1.0,0,1,0,경기,남양주시,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,기타단일로,이륜차,보행자,977245.0,1949743.0,127.2424012,37.54674022,,,,,,,,,,,,,,,
2020,2020-08-31 04,야,월,1,0.0,0,0,0,경기,남양주시,차대사람,차도통행중,차도통행중,안전운전 의무 불이행,단일로,기타단일로,승용차,보행자,974886.0,1953672.0,127.2155617,37.58209282,,,,,,,,,,,,,,,
2020,2020-09-01 09,주,화,1,0.0,0,0,0,경기,남양주시,차대사람,횡단중,횡단중,안전운전 의무 불이행,교차로,교차로내,자전거,보행자,976141.0,1960570.0,127.2295505,37.6443006,,,,,,,,,,,,,,,
2020,2020-09-01 10,주,화,1,0.0,0,0,0,경기,남양주시,차대사람,횡단중,횡단중,보행자 보호의무 위반,단일로,기타단일로,승용차,보행자,983424.0,1961537.0,127.3120832,37.65317691,,,,,,,,,,,,,,,
2020,2020-10-01 19,야,목,1,0.0,0,0,0,경기,남양주시,차대사람,기타,기타,안전운전 의무 불이행,단일로,기타단일로,승용차,보행자,971073.0,1962717.0,127.1720187,37.66350644,,,,,,,,,,,,,,,
2020,2020-12-08 21,야,화,1,0.0,0,0,0,경기,남양주시,차대사람,기타,기타,안전운전 의무 불이행,단일로,기타단일로,승합차,보행자,966606.0,1962098.0,127.1214001,37.65777555,,,,,,,,,,,,,,,
2012,2012-01-14 00:00,야간,토,1,,0,0,0,경기,남양주시,차대사람,기타,기타,,단일로,횡단보도상,,,970863.0,1956982.0,127.16986651,37.61180849,,1.0,운전자법규위반,안전운전 의무 불이행,,,,,,,39.0,화물차,대형,보행자,보행자
2012,2012-01-05 01:00,야간,목,1,,0,0,0,경기,남양주시,차대사람,횡단중,횡단중,,교차로,교차로내,,,969395.0,1963650.0,127.15295429,37.67186137,,1.0,운전자법규위반,안전운전 의무 불이행,,,,,,,20.0,화물차,소형,보행자,보행자
2012,2012-05-03 16:00,주간,목,1,,0,0,0,경기,남양주시,차대사람,횡단중,횡단중,,교차로,교차로내,,,971894.0,1968445.0,127.18110627,37.71515978,,1.0,운전자법규위반,신호위반,,,,,,,35.0,승합차,소형,보행자,보행자
2012,2012-04-01 14:00,주간,일,1,,0,0,0,경기,남양주시,차대사람,기타,기타,,단일로,기타단일로,,,965607.0,1960928.0,127.11012941,37.64719319,,1.0,운전자법규위반,안전운전 의무 불이행,,,,,,,7.0,승용차,대형,보행자,보행자
2012,2012-03-05 14:00,주간,월,1,,0,0,0,경기,남양주시,차대사람,횡단중,횡단중,,교차로,교차로내,,,966848.0,1966733.0,127.12393283,37.69956051,,1.0,운전자법규위반,안전운전 의무 불이행,,,,,,,52.0,건설기계,건설기계,보행자,보행자
2013,2013-02-04 18:00,야간,월,1,,0,0,0,경기,남양주시,차대사람,기타,기타,,단일로,기타단일로,,,975430.0,1959651.0,127.22152204,37.63599859,,1.0,운전자법규위반,안전운전 의무 불이행,,,,,,,50.0,승합차,중형,보행자,보행자
2013,2013-02-04 22:00,야간,월,1,,0,0,0,경기,남양주시,차대사람,길가장자리구역통행중,길가장자리구역통행중,,교차로,교차로내,,,972773.0,1958698.0,127.19144333,37.62733396,,1.0,운전자법규위반,안전운전 의무 불이행,,,,,,,0.0,승용차,중형,보행자,보행자
2013,2013-02-01 22:00,야간,금,1,,0,0,0,경기,남양주시,차대사람,횡단중,횡단중,,교차로,교차로부근,,,972769.0,1958705.0,127.19139774,37.62739693,,1.0,운전자법규위반,안전운전 의무 불이행,,,,,,,55.0,승합차,소형,보행자,보행자
2013,2013-01-08 02:00,야간,화,1,,0,0,0,경기,남양주시,차대사람,기타,기타,,단일로,기타단일로,,,969651.0,1964324.0,127.1558291,37.67794479,,1.0,운전자법규위반,안전운전 의무 불이행,,,,,,,25.0,승합차,대형,보행자,보행자
2013,2013-01-19 21:00,야간,토,1,,0,0,0,경기,남양주시,차대사람,기타,기타,,단일로,기타단일로,,,967794.0,1964352.0,127.12484547,37.70304255,,1.0,운전자법규위반,안전운전 의무 불이행,,,,,,,40.0,승용차,중형,보행자,보행자
2012,2012-11-02 08:00,주간,금,1,,0,0,0,경기,남양주시,차대사람,횡단중,횡단중,,단일로,기타단일로,,,974680.0,1965593.0,127.21281534,37.68953527,,1.0,운전자법규위반,안전운전 의무 불이행,,,,,,,55.0,화물차,소형,보행자,보행자
2013,2013-02-07 21:00,야간,목,1,,0,0,0,경기,남양주시,차대사람,기타,기타,,단일로,기타단일로,,,980795.0,1969808.0,127.28206117,37.72767476,,1.0,운전자법규위반,안전운전 의무 불이행,,,,,,,30.0,승용차,경형,보행자,보행자
2013,2013-05-15 03:00,야간,수,1,,0,0,0,경기,남양주시,차대사람,횡단중,횡단중,,교차로,교차로부근,,,974118.0,1959343.0,127.20666284,37.63318644,,1.0,운전자법규위반,안전운전 의무 불이행,,,,,,,58.0,승용차,대형,보행자,보행자
2013,2013-01-26 18:00,야간,토,1,,0,0,0,경기,남양주시,차대사람,차도통행중,차도통행중,,교차로,교차로부근,,,966848.0,1966718.0,127.12393352,37.69942531,,1.0,운전자법규위반,안전운전 의무 불이행,,,,,,,30.0,승합차,경형,보행자,보행자
2012,2012-11-20 06:00,주간,화,1,,0,0,0,경기,남양주시,차대사람,횡단중,횡단중,,교차로,교차로부근,,,969393.0,1963658.0,127.15293128,37.67193341,,1.0,운전자법규위반,안전운전 의무 불이행,,,,,,,30.0,승용차,중형,보행자,보행자
2012,2012-12-31 16:00,주간,토,1,,0,0,0,경기,남양주시,차대사람,횡단중,횡단중,,교차로,교차로내,,,982940.0,1961530.0,127.30659642,37.65310495,,1.0,운전자법규위반,보행자 보호의무 위반,,,,,,,55.0,화물차,중형,보행자,보행자
