발생년월일시,주야,요일,district,사고유형_대분류,가해자법규위반,X_coord,Y_coord
,주,목,성동구,차대사람,,127.0364451,37.55992001
,주,금,동작구,차대사람,,126.9384917,37.51355298
,야,토,관악구,차대사람,,126.9336083,37.47396013
,야,월,강서구,차대사람,,126.8126199,37.57024
,야,토,강서구,차대사람,,126.8575273,37.53896395
,주,월,송파구,차대사람,,127.1242025,37.48833964
,주,일,송파구,차대사람,,127.0772006,37.50272876
,야,수,양천구,차대사람,,126.8392781,37.51744725
,주,월,노원구,차대사람,,127.0617941,37.64910564
,주,월,노원구,차대사람,,127.0783154,37.65628642
,야,수,도봉구,차대사람,,127.0444947,37.67333108
,주,화,은평구,차대사람,,126.917051,37.62371954
,야,수,종로구,차대사람,,127.0028223,37.57113118
,주,수,은평구,차대사람,,126.9349697,37.60239092
,주,화,강북구,차대사람,,127.0127956,37.62895786
,야,일,동대문구,차대사람,,127.0679631,37.56644815
,주,목,광진구,차대사람,,127.0921836,37.55196846
,야,수,광진구,차대사람,,127.0662231,37.54626953
,야,토,금천구,차대사람,,126.9008518,37.45326561
,야,토,관악구,차대사람,,126.957577,37.47934194
,야,토,관악구,차대사람,,126.9204237,37.47367987
,주,월,강동구,차대사람,,127.1298694,37.55481469
,야,화,강동구,차대사람,,127.1710156,37.55927202
,주,금,송파구,차대사람,,127.1214284,37.50232894
,주,월,송파구,차대사람,,127.1549555,37.49644659
,야,토,송파구,차대사람,,127.1130146,37.49723603
,야,화,성북구,차대사람,,127.0368611,37.60610663
,야,토,성북구,차대사람,,127.0356583,37.59547506
,야,토,서초구,차대사람,,127.0085157,37.49045686
,야,토,서초구,차대사람,,126.9926427,37.48746935
,야,금,서초구,차대사람,,127.0002529,37.47763189
,야,수,중구,차대사람,,127.0027984,37.56449716
,야,화,중구,차대사람,,126.9833806,37.56593706
,야,토,동대문구,차대사람,,127.054675,37.56551545
,주,수,동대문구,차대사람,,127.0701006,37.57872331
,주,목,광진구,차대사람,,127.0948719,37.53638429
,주,화,마포구,차대사람,,126.9550659,37.55749033
,주,일,마포구,차대사람,,126.9407184,37.55631458
,주,목,영등포구,차대사람,,126.8918818,37.5109877
,주,수,영등포구,차대사람,,126.9338134,37.51870441
,주,월,영등포구,차대사람,,126.9052737,37.5216017
,야,목,영등포구,차대사람,,126.9011733,37.49657747
,주,금,영등포구,차대사람,,126.8943811,37.51675117
,야,월,성동구,차대사람,,127.0315889,37.56336202
,주,목,동작구,차대사람,,126.9231848,37.4999499
,주,목,중랑구,차대사람,,127.0766982,37.61362022
,주,목,강동구,차대사람,,127.1250747,37.5401165
,주,토,송파구,차대사람,,127.0911469,37.50961917
,야,수,송파구,차대사람,,127.0969934,37.50391563
,주,목,성북구,차대사람,,127.0489718,37.61368876
,야,금,도봉구,차대사람,,127.037527,37.64127052
,야,화,은평구,차대사람,,126.9077718,37.64634188
,야,금,금천구,차대사람,,126.8973279,37.44717251
,야,금,서대문구,차대사람,,126.9149591,37.56961078
,야,토,용산구,차대사람,,126.9998183,37.53601092
,야,수,성북구,차대사람,,127.0091217,37.61547662
,야,일,강북구,차대사람,,127.0135447,37.63399943
,주,화,동대문구,차대사람,,127.0465774,37.57509301
,야,수,광진구,차대사람,,127.0638025,37.53231667
,야,일,영등포구,차대사람,,126.9167962,37.51696312
,야,일,관악구,차대사람,,126.909848,37.48105471
,야,목,금천구,차대사람,,126.897975,37.46939434
,야,토,동작구,차대사람,,126.9643514,37.50823792
,야,토,중랑구,차대사람,,127.0799215,37.57436009
,주,월,중랑구,차대사람,,127.0934024,37.592263
,야,목,중랑구,차대사람,,127.0931342,37.60616082
,야,수,강동구,차대사람,,127.123831,37.55108203
,주,일,강동구,차대사람,,127.1363288,37.53026382
,주,토,송파구,차대사람,,127.1196634,37.51481883
,야,수,구로구,차대사람,,126.8419783,37.49989502
,주,금,구로구,차대사람,,126.8925782,37.48089507
,주,수,서초구,차대사람,,127.0267318,37.48805249
,야,금,노원구,차대사람,,127.055337,37.67687864
,야,수,노원구,차대사람,,127.0691473,37.63407136
,야,월,동작구,차대사람,,126.9819086,37.48280691
,야,목,중구,차대사람,,126.972718,37.55574075
,야,목,용산구,차대사람,,126.9551269,37.52734047
,야,화,강북구,차대사람,,127.0105211,37.6457043
,야,토,동대문구,차대사람,,127.0427882,37.58173935
,야,수,동대문구,차대사람,,127.0449967,37.57989111
,야,목,영등포구,차대사람,,126.9000338,37.50608998
,주,화,금천구,차대사람,,126.8995285,37.46462504
,주,목,성동구,차대사람,,127.0543883,37.53759951
,주,화,동작구,차대사람,,126.9509654,37.5068064
,주,금,강남구,차대사람,,127.047329,37.50699867
,야,일,강남구,차대사람,,127.0561677,37.52192263
,야,화,강남구,차대사람,,127.0367526,37.51022959
,야,금,강서구,차대사람,,126.7996008,37.57954641
,야,월,강동구,차대사람,,127.1281123,37.53703446
,주,월,강동구,차대사람,,127.1262083,37.54659183
,주,월,성북구,차대사람,,127.035589,37.5956821
,주,월,성북구,차대사람,,127.0472846,37.60791371
,주,목,구로구,차대사람,,126.8493711,37.49929601
,야,월,양천구,차대사람,,126.8637603,37.53675334
,야,화,노원구,차대사람,,127.0740665,37.62605828
,야,목,노원구,차대사람,,127.0721899,37.62724126
,주,수,노원구,차대사람,,127.0634319,37.61718627
,야,수,노원구,차대사람,,127.0780865,37.66666899
,주,월,강남구,차대사람,,127.0745147,37.48757625
,주,토,중구,차대사람,,127.0022804,37.56577489
,야,월,종로구,차대사람,,126.9711752,37.56978405
,야,금,서대문구,차대사람,,126.9521033,37.5956125
,야,월,용산구,차대사람,,126.9563985,37.53301583
,주,수,용산구,차대사람,,126.9659394,37.53784554
,주,목,강북구,차대사람,,127.0107026,37.64568703
,야,일,동대문구,차대사람,,127.0708053,37.57236236
,야,토,영등포구,차대사람,,126.9217294,37.52435142
,야,화,동작구,차대사람,,126.9802245,37.50189118
,주,목,동작구,차대사람,,126.9653286,37.50447468
,야,목,중랑구,차대사람,,127.0762204,37.59597919
,야,수,관악구,차대사람,,126.9138232,37.47748709
,야,토,관악구,차대사람,,126.9497297,37.48246402
,야,금,강남구,차대사람,,127.0256649,37.51901888
,주,화,강서구,차대사람,,126.850567,37.55189622
,야,월,송파구,차대사람,,127.1205502,37.53052064
,야,목,구로구,차대사람,,126.8802031,37.49476575
,주,목,구로구,차대사람,,126.83573,37.48878243
,야,금,서초구,차대사람,,127.0084592,37.47836938
,야,목,서초구,차대사람,,127.0068569,37.49501082
,주,화,양천구,차대사람,,126.8442787,37.52015212
,야,월,양천구,차대사람,,126.8516806,37.52265367
,야,화,양천구,차대사람,,126.8323516,37.52520495
,주,목,도봉구,차대사람,,127.039474,37.65637552
,야,화,서초구,차대사람,,126.9814613,37.47846129
2021-01-02 07:00,주,토,종로구,차대사람,신호위반,126.9695109,37.60645223
2021-01-03 12:00,주,일,종로구,차대사람,신호위반,126.9988351,37.58311754
2021-01-11 13:00,주,월,동작구,차대사람,안전운전 의무 불이행,126.9556702,37.51361446
2021-01-12 18:00,야,화,서초구,차대사람,안전운전 의무 불이행,127.0472654,37.46261086
2021-01-13 06:00,주,수,종로구,차대사람,안전운전 의무 불이행,127.0060108,37.57358721
2021-01-13 12:00,주,수,강남구,차대사람,보행자 보호의무 위반,127.1021761,37.48668113
2021-01-20 22:00,야,수,동작구,차대사람,안전운전 의무 불이행,126.9731176,37.505393
2021-01-21 15:00,주,목,강동구,차대사람,기타,127.1316841,37.54036264
2021-01-28 15:00,주,목,용산구,차대사람,안전운전 의무 불이행,127.0004385,37.5261888
2021-02-01 07:00,주,월,강동구,차대사람,안전운전 의무 불이행,127.1306797,37.53974658
2021-02-06 12:00,주,토,양천구,차대사람,안전운전 의무 불이행,126.8481573,37.52764035
2021-02-14 18:00,야,일,강서구,차대사람,안전운전 의무 불이행,126.8706054,37.54785855
2021-02-18 12:00,주,목,중랑구,차대사람,안전운전 의무 불이행,127.0984725,37.59944605
2021-02-24 22:00,야,수,영등포구,차대사람,안전운전 의무 불이행,126.9192661,37.526791
2021-02-25 12:00,주,목,동작구,차대사람,기타,126.9529454,37.49749556
2021-02-26 06:00,주,금,동작구,차대사람,안전운전 의무 불이행,126.9387249,37.51352975
2021-02-26 11:00,주,금,강북구,차대사람,안전운전 의무 불이행,127.0275595,37.63942564
2021-02-28 05:00,야,일,중구,차대사람,안전운전 의무 불이행,126.9787202,37.56524958
2021-03-09 11:00,주,화,영등포구,차대사람,안전운전 의무 불이행,126.9032673,37.52031617
2021-03-14 20:00,야,일,강북구,차대사람,안전운전 의무 불이행,127.0211156,37.61968648
2021-03-19 12:00,주,금,성동구,차대사람,보행자 보호의무 위반,127.0265039,37.57049574
2021-03-20 07:00,주,토,동대문구,차대사람,안전운전 의무 불이행,127.0448476,37.58019698
2021-03-25 06:00,주,목,강북구,차대사람,안전운전 의무 불이행,127.0346585,37.61231722
2021-03-25 20:00,야,목,서초구,차대사람,안전운전 의무 불이행,127.0663819,37.45581955
2021-03-28 00:00,야,일,서초구,차대사람,기타,127.0549491,37.44733575
2021-04-06 13:00,주,화,강남구,차대사람,안전운전 의무 불이행,127.0308306,37.51633544
2021-04-10 19:00,야,토,중랑구,차대사람,안전운전 의무 불이행,127.0880096,37.58833244
2021-04-11 09:00,주,일,관악구,차대사람,안전운전 의무 불이행,126.9179418,37.48454705
2021-04-16 11:00,주,금,강서구,차대사람,신호위반,126.8534978,37.56541622
2021-04-24 12:00,주,토,중랑구,차대사람,안전운전 의무 불이행,127.081037,37.60163881
2021-04-25 04:00,야,일,관악구,차대사람,기타,126.9269365,37.48392312
2021-04-26 07:00,주,월,노원구,차대사람,안전운전 의무 불이행,127.0854479,37.62337676
2021-04-26 09:00,주,월,강서구,차대사람,보행자 보호의무 위반,126.8203847,37.57334681
2021-04-28 03:00,야,수,강동구,차대사람,기타,127.1367099,37.52869662
2021-05-05 01:00,야,수,양천구,차대사람,기타,126.8525143,37.52832591
2021-05-08 12:00,주,토,강서구,차대사람,안전운전 의무 불이행,126.8117763,37.55730987
2021-05-09 16:00,주,일,양천구,차대사람,신호위반,126.8800987,37.54213114
2021-05-11 23:00,야,화,성북구,차대사람,기타,127.0238951,37.6069113
2021-05-18 21:00,야,화,영등포구,차대사람,안전운전 의무 불이행,126.9242368,37.52574454
2021-05-24 02:00,야,월,성동구,차대사람,신호위반,127.0444937,37.54848885
2021-05-27 04:00,야,목,영등포구,차대사람,안전운전 의무 불이행,126.8809286,37.54799425
2021-05-27 06:00,주,목,서대문구,차대사람,안전운전 의무 불이행,126.9556307,37.56234218
2021-05-28 01:00,야,금,마포구,차대사람,기타,126.9027408,37.56391619
2021-05-29 11:00,주,토,영등포구,차대사람,안전운전 의무 불이행,126.9082116,37.49779371
2021-05-30 05:00,야,일,동대문구,차대사람,기타,127.0765434,37.57695291
2021-05-30 22:00,야,일,동대문구,차대사람,안전운전 의무 불이행,127.030899,37.5740673
2021-05-31 15:00,주,월,양천구,차대사람,안전운전 의무 불이행,126.8368891,37.52271576
2021-06-03 05:00,야,목,동작구,차대사람,기타,126.9687967,37.50618667
2021-06-07 20:00,야,월,구로구,차대사람,안전운전 의무 불이행,126.8295909,37.49881765
2021-06-08 22:00,야,화,마포구,차대사람,안전운전 의무 불이행,126.9172921,37.56085223
2021-06-10 06:00,주,목,양천구,차대사람,안전운전 의무 불이행,126.8255437,37.52339061
2021-06-17 16:00,주,목,성북구,차대사람,보행자 보호의무 위반,127.0226154,37.60328274
2021-06-22 08:00,주,화,은평구,차대사람,보행자 보호의무 위반,126.9178804,37.62343521
2021-06-29 21:00,야,화,노원구,차대사람,안전운전 의무 불이행,127.0607576,37.65320467
2021-07-04 02:00,야,일,중랑구,차대사람,안전운전 의무 불이행,127.0990486,37.60820007
2021-07-06 23:00,야,화,강남구,차대사람,안전운전 의무 불이행,127.0278088,37.52179462
2021-07-14 11:00,주,수,동작구,차대사람,안전운전 의무 불이행,126.9379236,37.51084621
2021-07-15 18:00,야,목,동대문구,차대사람,보행자 보호의무 위반,127.0635581,37.57812244
2021-07-16 20:00,야,금,서대문구,차대사람,보행자 보호의무 위반,126.9641235,37.5669779
2021-07-19 08:00,주,월,마포구,차대사람,안전운전 의무 불이행,126.9196439,37.55688888
2021-07-21 08:00,주,수,성북구,차대사람,보행자 보호의무 위반,127.0190453,37.60227316
2021-07-27 15:00,주,화,영등포구,차대사람,안전운전 의무 불이행,126.9070359,37.50627856
